date,total,females,registered,leisure,locals,PRCP,SNWD,SNOW,TMAX,TMIN,AWND,note
12/25/2012,,,,,,0.3,0,5,1.7,-2.2,37,
12/26/2012,,,,,,5.8,0,0,3.9,-5,63,
12/27/2012,,,,,,42.4,0,3,8.3,-1.1,108,
12/28/2012,,,,,,0,0,0,2.8,-2.2,62,
12/29/2012,,,,,,17.5,0,56,2.8,-1.7,42,
12/30/2012,,,,,,1,0,10,-1.1,-5.6,85,
12/31/2012,,,,,,0,0,0,1.1,-6.1,61,
1/1/2013,,,,,,0,0,0,2.8,-6.7,64,
1/2/2013,,,,,,0,0,0,-1.1,-11.1,61,
1/3/2013,,,,,,0,0,0,-3.9,-13.9,47,
1/4/2013,,,,,,0,0,0,3.3,-6.1,58,
1/5/2013,,,,,,0,0,0,5.6,-2.8,41,
1/6/2013,,,,,,0,0,0,6.1,-2.2,35,
1/7/2013,,,,,,0,0,0,3.9,-1.7,40,
1/8/2013,,,,,,0,0,0,7.8,-2.2,57,
1/9/2013,,,,,,0,0,0,7.8,-2.2,35,
1/10/2013,,,,,,0,0,0,8.3,1.7,68,
1/11/2013,,,,,,3,0,0,4.4,-0.6,20,
1/12/2013,,,,,,0.3,0,0,6.7,3.3,10,
1/13/2013,,,,,,0,0,0,10.6,4.4,30,
1/14/2013,,,,,,0,0,0,16.1,5.6,59,
1/15/2013,,,,,,0,0,0,5.6,1.7,28,
1/16/2013,,,,,,9.4,0,81,2.2,-1.1,29,
1/17/2013,,,,,,0,0,0,5.6,-1.1,51,
1/18/2013,,,,,,0,0,0,-1.1,-7.2,58,
1/19/2013,,,,,,0,0,0,9.4,-4.4,78,
1/20/2013,,,,,,0,0,0,12.2,-1.7,83,
1/21/2013,,,,,,0.3,0,10,-1.1,-5,46,
1/22/2013,,,,,,0,0,0,-3.9,-9.4,65,
1/23/2013,,,,,,0,0,0,-8.3,-13.3,67,
1/24/2013,,,,,,0,0,0,-6.1,-15.6,78,
1/25/2013,,,,,,0.3,0,3,-4.4,-12.2,56,
1/26/2013,,,,,,0.3,0,5,-3.9,-10.6,54,
1/27/2013,,,,,,0,0,0,0,-10,62,
1/28/2013,,,,,,4.3,0,25,-0.6,-6.1,25,
1/29/2013,,,,,,0.3,0,3,1.1,-2.8,20,
1/30/2013,,,,,,1.5,0,0,15.6,0.6,65,
1/31/2013,,,,,,7.9,0,0,15.6,0,120,
2/1/2013,,,,,,0,0,0,1.1,-5,76,
2/2/2013,,,,,,0,0,0,-1.1,-7.2,57,
2/3/2013,,,,,,0.8,0,15,-2.8,-5,36,
2/4/2013,,,,,,0,0,0,-0.6,-5.6,75,
2/5/2013,,,,,,0.8,0,15,-2.8,-5.6,31,
2/6/2013,,,,,,1.3,0,18,4.4,-3.3,43,
2/7/2013,,,,,,0,0,0,-1.1,-7.8,41,
2/8/2013,,,,,,21.6,0,257,1.1,-6.7,115,
2/9/2013,,,,,,25.4,0,376,-6.7,-9.4,94,
2/10/2013,,,,,,0,0,0,2.2,-9.4,38,
2/11/2013,,,,,,5.1,0,0,7.2,-6.7,33,
2/12/2013,,,,,,0,0,0,6.7,2.2,68,
2/13/2013,,,,,,0,0,0,5.6,-1.1,32,
2/14/2013,,,,,,0,0,0,5.6,0,39,
2/15/2013,,,,,,0,0,0,8.3,-1.1,45,
2/16/2013,,,,,,0.3,0,3,3.3,0,38,
2/17/2013,,,,,,5.1,0,130,0,-7.8,96,
2/18/2013,,,,,,0,0,0,0.6,-8.9,89,
2/19/2013,,,,,,11.4,0,0,7.2,-3.3,43,
2/20/2013,,,,,,0.3,0,0,6.1,-2.8,76,
2/21/2013,,,,,,0,0,0,0.6,-3.9,79,
2/22/2013,,,,,,0,0,0,3.3,-3.3,42,
2/23/2013,,,,,,5.8,0,0,3.3,0,28,
2/24/2013,,,,,,20.8,0,46,3.3,-1.7,59,
2/25/2013,,,,,,0.3,0,5,5,-2.2,32,
2/26/2013,,,,,,0,0,0,5,-1.7,30,
2/27/2013,,,,,,34.8,0,0,4.4,3.3,89,
2/28/2013,,,,,,0,0,0,6.7,0.6,27,
3/1/2013,,,,,,0,0,0,5,1.1,42,
3/2/2013,,,,,,0,0,0,5.6,1.1,40,
3/3/2013,,,,,,0,0,0,6.1,0.6,40,
3/4/2013,,,,,,0,0,0,5,-0.6,78,
3/5/2013,,,,,,0,0,0,6.1,0,46,
3/6/2013,,,,,,1.3,0,0,5,1.7,102,
3/7/2013,,,,,,11.7,0,66,2.8,-1.1,106,
3/8/2013,,,,,,23.9,0,267,5.6,-2.2,82,
3/9/2013,,,,,,0,0,0,3.3,-0.6,49,
3/10/2013,,,,,,0,0,0,2.8,-2.2,35,
3/11/2013,,,,,,0,0,0,10,1.7,44,
3/12/2013,,,,,,7.4,0,0,11.7,3.9,52,
3/13/2013,,,,,,0,0,0,10.6,3.9,56,
3/14/2013,,,,,,0,0,0,3.9,-5,75,
3/15/2013,,,,,,0,0,0,5,-6.1,68,
3/16/2013,,,,,,0,0,0,4.4,-1.1,37,
3/17/2013,,,,,,0,0,0,3.3,-3.9,51,
3/18/2013,,,,,,3,0,23,0.6,-6.1,46,
3/19/2013,,,,,,34.3,0,160,2.2,-2.2,99,
3/20/2013,,,,,,0,0,0,3.9,-3.3,64,
3/21/2013,,,,,,0.5,0,8,1.7,-1.1,25,
3/22/2013,,,,,,0,0,0,4.4,-1.7,55,
3/23/2013,,,,,,0,0,0,6.7,-1.1,74,
3/24/2013,,,,,,0,0,0,8.9,0.6,45,
3/25/2013,,,,,,0,0,0,6.7,0.6,62,
3/26/2013,,,,,,1.3,0,0,10,1.1,47,
3/27/2013,,,,,,0,0,0,12.8,2.2,54,
3/28/2013,,,,,,0,0,0,8.9,3.3,38,
3/29/2013,,,,,,0.3,0,0,13.3,4.4,39,
3/30/2013,,,,,,0,0,0,12.2,4.4,36,
3/31/2013,,,,,,0.8,0,0,15,1.1,44,
4/1/2013,,,,,,3,0,0,16.7,1.7,65,
4/2/2013,818,128,750,242,676,0,0,0,5.6,-0.5,76,
4/3/2013,1118,182,986,322,895,0,0,0,8.3,-0.5,85,
4/4/2013,1580,258,1308,488,1166,0,0,0,13.3,0,61,
4/5/2013,1852,286,1413,700,1280,0,0,0,13.9,3.3,57,
4/6/2013,1371,195,826,727,806,0,0,0,8.3,0.6,54,
4/7/2013,1283,182,735,610,715,0,0,0,12.2,0,71,
4/8/2013,2325,376,1923,719,1760,0,0,0,17.2,7.8,44,
4/9/2013,2453,410,1885,848,1718,1.5,0,0,22.8,7.2,39,
4/10/2013,2193,380,1744,648,1582,4.8,0,0,12.2,7.2,27,
4/11/2013,2053,358,1707,597,1545,1,0,0,9.4,5.6,31,
4/12/2013,928,169,829,190,749,8.9,0,0,6.1,3.3,85,
4/13/2013,1951,268,1063,1052,1045,0.5,0,0,10.6,2.2,40,
4/14/2013,1849,258,959,945,946,0,0,0,12.8,5.6,47,
4/15/2013,2718,351,1471,1350,1363,0,0,0,9.4,3.3,47,
4/16/2013,2428,398,1833,854,1656,0,0,0,17.8,3.9,67,
4/17/2013,2958,521,2300,1016,2071,0,0,0,18.9,8.3,43,
4/18/2013,2848,495,2188,966,1983,0,0,0,17.2,7.2,61,
4/19/2013,398,55,251,186,250,1.3,0,0,23.9,11.7,80,Boston Marathon bombing—manhunt
4/20/2013,2218,340,1235,1199,1209,9.7,0,0,18.3,6.7,67,
4/21/2013,2411,340,1254,1348,1240,0,0,0,10,2.8,48,
4/22/2013,2560,443,2028,833,1809,0,0,0,9.4,2.2,62,
4/23/2013,1073,187,912,229,823,3.3,0,0,6.1,5,76,
4/24/2013,2905,514,2252,1028,2026,0,0,0,20.6,6.1,65,
4/25/2013,2939,540,2279,956,2053,0.8,0,0,18.9,8.9,48,
4/26/2013,3144,499,2291,1098,2076,0,0,0,11.1,6.7,45,
4/27/2013,3312,406,1453,2017,1431,0,0,0,13.3,5.6,33,
4/28/2013,3229,360,1311,1996,1277,0,0,0,17.2,6.7,44,
4/29/2013,3159,540,2364,1095,2120,0,0,0,20,8.9,43,
4/30/2013,3257,588,2528,1001,2240,0,0,0,16.1,8.3,33,
5/1/2013,3141,643,2688,888,2433,0,0,0,15.6,7.2,28,
5/2/2013,3254,558,2593,997,2333,0,0,0,21.1,8.3,40,
5/3/2013,3254,561,2429,1093,2208,0,0,0,11.7,6.7,45,
5/4/2013,3135,427,1504,1807,1458,0,0,0,11.1,6.7,41,
5/5/2013,2933,408,1385,1609,1338,0,0,0,11.7,4.4,40,
5/6/2013,3088,573,2467,917,2212,0,0,0,12.8,6.1,31,
5/7/2013,3785,725,3016,1241,2712,0,0,0,22.2,8.3,42,
5/8/2013,3065,570,2470,893,2223,9.4,0,0,18.9,11.7,49,
5/9/2013,1997,380,1682,556,1488,15.5,0,0,17.2,11.7,22,
5/10/2013,4166,728,2932,1651,2702,1.5,0,0,20.6,13.3,30,
5/11/2013,2295,298,1251,1120,1218,0.5,0,0,22.2,15,54,
5/12/2013,2454,378,1397,1267,1365,1,0,0,22.8,10.6,48,
5/13/2013,3419,591,2796,990,2510,0,0,0,15.6,7.8,55,
5/14/2013,3303,621,2769,874,2489,0,0,0,15.6,6.7,51,
5/15/2013,3260,589,2757,844,2457,0,0,0,19.4,6.7,47,
5/16/2013,4181,742,3173,1532,2837,0,0,0,27.8,11.7,59,
5/17/2013,4171,734,2954,1602,2687,0,0,0,21.1,12.2,52,
5/18/2013,3679,484,1721,2114,1707,0,0,0,19.4,10.6,46,
5/19/2013,2738,390,1310,1460,1273,4.3,0,0,17.2,10,36,
5/20/2013,3256,574,2497,1129,2255,1,0,0,27.8,13.3,29,
5/21/2013,3373,649,2746,983,2455,0.3,0,0,18.9,11.1,43,
5/22/2013,3274,648,2639,954,2373,1.3,0,0,15.6,10.6,36,
5/23/2013,3315,656,2728,1082,2462,1.3,0,0,25,11.7,46,
5/24/2013,2057,380,1716,592,1527,14.5,0,0,21.1,10.6,44,
5/25/2013,822,127,584,316,567,8.6,0,0,12.2,5.6,63,
5/26/2013,1855,238,892,1081,884,1.3,0,0,15.6,5,71,
5/27/2013,3544,397,1468,2284,1440,0,0,0,22.8,8.3,44,
5/28/2013,4133,759,3182,1421,2854,0,0,0,17.8,10.6,30,
5/29/2013,2725,529,2234,840,2032,21.3,0,0,21.1,13.9,29,
5/30/2013,3819,777,3096,1317,2779,0,0,0,31.1,18.3,48,
5/31/2013,4011,681,2986,1576,2690,0,0,0,34.4,22.2,49,
6/1/2013,3100,428,1562,1769,1535,0,0,0,33.3,21.1,60,
6/2/2013,3182,411,1563,1848,1519,0,0,0,31.1,20,70,
6/3/2013,2492,451,2023,803,1834,18,0,0,25,16.7,45,
6/4/2013,4343,881,3438,1481,3090,0,0,0,22.8,12.8,54,
6/5/2013,4456,905,3566,1445,3175,0,0,0,22.2,13.9,39,
6/6/2013,4345,841,3457,1397,3093,0.5,0,0,20.6,13.9,41,
6/7/2013,644,110,559,129,503,78,0,0,14.4,12.8,54,
6/8/2013,3087,460,1657,1748,1627,13.7,0,0,26.1,12.8,54,
6/9/2013,3976,464,1737,2454,1703,0,0,0,26.7,16.1,40,
6/10/2013,3070,588,2498,908,2175,22.4,0,0,20.6,14.4,37,
6/11/2013,2252,430,1880,644,1691,35.1,0,0,17.8,13.3,41,
6/12/2013,3997,796,3305,1269,2949,1.8,0,0,21.7,13.3,52,
6/13/2013,2461,471,2121,645,1907,18.3,0,0,19.4,11.7,39,
6/14/2013,3093,539,2220,1234,2039,25.9,0,0,23.3,11.7,50,
6/15/2013,4087,500,1782,2538,1731,0,0,0,26.7,16.7,47,
6/16/2013,3261,453,1547,1895,1517,0,0,0,25,16.1,47,
6/17/2013,3365,641,2652,1086,2344,10.9,0,0,30.6,17.2,50,
6/18/2013,3188,653,2676,919,2437,16,0,0,21.7,15,31,
6/19/2013,4889,949,3830,1687,3431,0,0,0,21.7,14.4,45,
6/20/2013,4877,963,3824,1651,3406,0,0,0,25,14.4,41,
6/21/2013,4780,868,3463,1840,3150,0,0,0,28.9,16.1,37,
6/22/2013,3883,519,1866,2218,1820,0,0,0,29.4,18.3,55,
6/23/2013,3845,461,1781,2307,1734,0,0,0,32.8,18.9,59,
6/24/2013,3957,750,3117,1396,2807,8.4,0,0,35,21.1,51,
6/25/2013,4337,809,3452,1528,3143,0,0,0,33.3,20.6,53,
6/26/2013,3925,774,3144,1289,2857,1,0,0,28.9,17.8,31,
6/27/2013,3860,728,3126,1247,2842,0.8,0,0,18.9,16.1,32,
6/28/2013,3903,687,2888,1557,2669,11.4,0,0,27.2,16.7,60,
6/29/2013,3849,569,1898,2254,1866,1.8,0,0,28.3,21.1,55,
6/30/2013,3962,524,1842,2373,1807,2.8,0,0,28.9,20.6,46,
7/1/2013,3858,733,3003,1274,2735,0.8,0,0,29.4,21.7,40,
7/2/2013,4321,847,3367,1467,3059,0,0,0,27.8,16.1,38,
7/3/2013,4655,922,3457,1789,3170,0,0,0,32.8,16.7,55,
7/4/2013,4089,533,1692,2662,1650,0,0,0,34.4,23.9,54,
7/5/2013,3625,506,1948,1940,1853,0,0,0,35,26.1,56,
7/6/2013,3417,389,1454,2008,1418,0,0,0,33.9,26.1,51,
7/7/2013,2801,408,1431,1526,1397,0,0,0,33.9,23.9,34,
7/8/2013,4423,894,3488,1516,3162,0.3,0,0,29.4,18.9,40,
7/9/2013,4809,1019,3866,1639,3493,0,0,0,22.2,18.3,26,
7/10/2013,4388,906,3528,1432,3228,0.3,0,0,30,19.4,45,
7/11/2013,4420,904,3597,1355,3274,4.3,0,0,27.8,22.8,36,
7/12/2013,5179,1059,3933,2002,3607,0,0,0,23.3,18.9,57,
7/13/2013,4220,538,2002,2415,1969,0,0,0,22.2,18.9,29,
7/14/2013,4021,541,1960,2252,1902,0,0,0,33.9,20.6,22,
7/15/2013,4653,900,3648,1567,3303,0,0,0,33.3,23.3,31,
7/16/2013,4841,986,3856,1670,3487,0.3,0,0,33.9,23.9,29,
7/17/2013,4840,982,3753,1711,3405,0,0,0,35,22.8,38,
7/18/2013,4677,977,3689,1640,3392,0,0,0,32.8,24.4,46,
7/19/2013,4240,785,3209,1608,2944,0,0,0,37.2,25.6,67,
7/20/2013,3490,492,1767,1968,1734,0,0,0,35.6,26.1,57,
7/21/2013,4132,539,1975,2497,1924,0.3,0,0,26.1,20,40,
7/22/2013,5020,988,3877,1834,3514,0,0,0,24.4,20,33,
7/23/2013,2616,492,2092,841,1937,44.7,0,0,27.8,20,27,
7/24/2013,5127,1013,4044,1906,3646,0,0,0,31.1,18.9,38,
7/25/2013,3255,667,2693,924,2472,6.9,0,0,18.9,15.6,48,
7/26/2013,2347,410,1839,785,1691,25.4,0,0,22.2,16.7,50,
7/27/2013,4247,574,1971,2488,1929,0,0,0,28.9,16.7,39,
7/28/2013,3910,513,1830,2275,1789,0.3,0,0,23.9,19.4,29,
7/29/2013,4472,862,3501,1546,3161,8.4,0,0,27.2,18.9,30,
7/30/2013,5510,1119,4311,1969,3929,0,0,0,28.9,18.9,38,
7/31/2013,5453,1091,4240,1983,3839,0,0,0,26.1,20,36,
8/1/2013,4975,1023,3864,1679,3479,0,0,0,27.8,18.9,43,
8/2/2013,4468,729,3064,1945,2850,3.3,0,0,29.4,18.9,37,
8/3/2013,4589,566,1954,2829,1886,0,0,0,26.7,20,53,
8/4/2013,4588,534,1930,2792,1876,0,0,0,27.8,18.3,41,
8/5/2013,5194,970,3929,1859,3550,0,0,0,25.6,16.1,51,
8/6/2013,5233,1014,4122,1779,3684,0,0,0,23.3,15,32,
8/7/2013,5211,1014,4074,1889,3683,0,0,0,26.1,16.1,42,
8/8/2013,4863,807,3599,1766,3290,1.8,0,0,27.2,18.3,49,
8/9/2013,1942,363,1569,559,1437,41.1,0,0,24.4,21.7,51,
8/10/2013,4620,618,2149,2735,2088,0,0,0,29.4,19.4,53,
8/11/2013,4489,608,2038,2751,1976,0,0,0,27.2,17.2,31,
8/12/2013,5201,997,3960,1938,3556,0,0,0,28.9,18.3,34,
8/13/2013,4794,947,3827,1532,3446,0,0,0,22.8,18.9,24,
8/14/2013,5427,1110,4105,1974,3675,0,0,0,24.4,17.2,63,
8/15/2013,5388,1069,3994,2038,3591,0,0,0,25.6,15.6,44,
8/16/2013,5386,931,3672,2215,3375,0,0,0,26.7,16.7,38,
8/17/2013,4564,542,2022,2761,1960,0,0,0,23.3,17.8,33,
8/18/2013,4220,558,1877,2528,1835,0,0,0,25.6,17.2,28,
8/19/2013,5177,981,3712,1987,3310,0,0,0,28.9,17.8,40,
8/20/2013,5146,971,3950,1792,3537,0,0,0,30.6,20.6,30,
8/21/2013,5149,1031,4035,1724,3644,0,0,0,31.7,19.4,33,
8/22/2013,5017,970,3825,1751,3446,0,0,0,31.7,21.1,55,
8/23/2013,5067,967,3689,1928,3385,0,0,0,25.6,18.9,43,
8/24/2013,4546,583,2106,2610,2059,0,0,0,22.2,15.6,40,
8/25/2013,4344,530,1958,2522,1918,0,0,0,28.3,16.1,41,
8/26/2013,4488,840,3427,1590,3102,0.3,0,0,28.9,19.4,50,
8/27/2013,5090,959,3979,1732,3609,0.3,0,0,24.4,18.3,22,
8/28/2013,5399,1061,4244,1846,3840,0,0,0,22.8,16.1,26,
8/29/2013,4337,774,3471,1284,3102,0,0,0,19.4,16.7,43,
8/30/2013,5051,898,3694,1928,3382,0,0,0,28.9,17.2,38,
8/31/2013,3541,425,1739,2002,1715,0,0,0,27.8,20.6,44,
9/1/2013,2570,269,1266,1442,1239,9.7,0,0,26.1,21.1,38,
9/2/2013,3295,467,1664,1777,1626,9.7,0,0,27.2,20.6,32,
9/3/2013,4894,922,3816,1663,3437,0,0,0,27.2,19.4,37,
9/4/2013,5310,1074,4343,1716,3902,0,0,0,27.8,17.2,49,
9/5/2013,4489,833,3635,1328,3301,2.3,0,0,21.1,13.9,39,
9/6/2013,5168,1011,4021,1857,3640,0,0,0,21.7,11.1,39,
9/7/2013,4544,639,2314,2573,2257,0,0,0,27.2,12.2,48,
9/8/2013,3819,638,2107,2053,2057,0,0,0,25.6,13.3,59,
9/9/2013,4950,1011,4027,1538,3606,0,0,0,21.7,11.1,42,
9/10/2013,4650,1008,3999,1319,3615,0.8,0,0,25,15,51,
9/11/2013,5035,1081,4198,1563,3787,0,0,0,36.1,20,44,
9/12/2013,4940,979,4167,1461,3742,14.5,0,0,31.1,19.4,51,
9/13/2013,4075,754,3082,1466,2843,9.9,0,0,24.4,16.1,30,
9/14/2013,4532,694,2513,2460,2448,0,0,0,20,13.9,44,
9/15/2013,4490,674,2400,2358,2327,0,0,0,22.8,12.2,38,
9/16/2013,4601,978,3992,1273,3609,0,0,0,21.1,10,47,
9/17/2013,5329,1112,4544,1542,4067,0,0,0,15.6,6.7,36,
9/18/2013,5241,1162,4515,1557,4062,0,0,0,23.9,10.6,35,
9/19/2013,5397,1169,4570,1724,4138,0,0,0,21.7,12.2,24,
9/20/2013,5499,1034,4258,1962,3877,0,0,0,21.7,12.8,24,
9/21/2013,4459,729,2498,2356,2443,0,0,0,25,13.9,56,
9/22/2013,3531,610,2140,1725,2100,9.4,0,0,22.8,12.8,59,
9/23/2013,4860,998,4186,1295,3747,0,0,0,18.3,10,58,
9/24/2013,4968,1077,4294,1406,3886,0,0,0,20,8.3,44,
9/25/2013,4990,1117,4321,1321,3879,0,0,0,17.2,11.1,34,
9/26/2013,5186,1097,4504,1508,4070,0,0,0,17.2,12.8,33,
9/27/2013,5082,1049,4228,1640,3866,0,0,0,18.9,13.9,36,
9/28/2013,4521,703,2580,2467,2514,0,0,0,20.6,12.8,26,
9/29/2013,3750,574,2148,1854,2090,0,0,0,16.7,10.6,17,
9/30/2013,4775,1050,4149,1250,3730,0,0,0,18.3,10.6,18,
10/1/2013,5307,1096,4503,1549,4076,0,0,0,23.9,11.1,30,
10/2/2013,5406,1168,4556,1563,4134,0,0,0,27.8,16.7,51,
10/3/2013,5552,1133,4536,1719,4132,0,0,0,26.1,16.1,33,
10/4/2013,5048,1046,4100,1544,3749,0.8,0,0,19.4,15,13,
10/5/2013,4545,738,2573,2296,2522,0,0,0,20,15,20,
10/6/2013,1545,265,1174,480,1136,7.9,0,0,16.7,13.3,48,
10/7/2013,4347,905,3774,1164,3430,2.8,0,0,25.6,15.6,55,
10/8/2013,5160,1071,4527,1417,4091,0,0,0,20,11.1,47,
10/9/2013,4964,1067,4319,1244,3894,0,0,0,16.1,9.4,42,
10/10/2013,5048,1016,4327,1317,3927,0,0,0,16.1,8.9,34,
10/11/2013,4988,943,3990,1628,3661,0,0,0,18.9,11.1,32,
10/12/2013,2952,496,1950,1229,1910,0,0,0,16.1,11.7,55,
10/13/2013,3956,551,2038,2107,1967,0,0,0,16.1,9.4,38,
10/14/2013,4158,780,2956,1606,2797,0,0,0,16.1,6.7,26,
10/15/2013,4914,1007,4116,1350,3742,0,0,0,17.8,11.1,28,
10/16/2013,4919,1029,4227,1237,3833,0,0,0,16.7,10.6,23,
10/17/2013,5026,1095,4289,1434,3899,0.8,0,0,22.8,12.2,38,
10/18/2013,5445,1023,4246,1832,3911,0.5,0,0,21.1,13.3,55,
10/19/2013,5076,676,2570,2728,2527,0,0,0,19.4,10,38,
10/20/2013,4223,598,2333,2090,2294,0,0,0,17.8,9.4,52,
10/21/2013,4840,969,4031,1342,3644,0,0,0,20,7.2,36,
10/22/2013,4933,1030,4252,1245,3830,0,0,0,21.7,8.9,47,
10/23/2013,4808,1034,4090,1164,3708,0,0,0,11.7,7.8,26,
10/24/2013,4761,965,4023,1227,3672,0,0,0,13.3,6.1,61,
10/25/2013,4191,788,3512,1131,3217,0,0,0,11.1,3.9,47,
10/26/2013,3052,487,1949,1311,1909,0,0,0,13.9,2.8,59,
10/27/2013,2896,479,1918,1234,1885,0.8,0,0,13.9,6.7,56,
10/28/2013,4039,831,3555,978,3192,0,0,0,15.6,3.9,55,
10/29/2013,4023,831,3590,885,3232,0,0,0,9.4,1.7,31,
10/30/2013,3865,783,3366,919,3041,1.3,0,0,11.7,3.9,17,
10/31/2013,3981,769,3433,993,3141,0.8,0,0,17.2,4.4,37,
11/1/2013,4017,721,3392,1202,3090,0.8,0,0,22.2,15.6,94,
11/2/2013,4741,664,2498,2416,2446,0,0,0,18.9,10,21,
11/3/2013,1951,327,1469,646,1454,0.8,0,0,11.7,1.1,48,
11/4/2013,3377,708,3054,742,2761,0,0,0,5.6,-0.5,39,
11/5/2013,3815,790,3366,929,3059,0,0,0,8.9,0,33,
11/6/2013,4082,917,3691,965,3329,0,0,0,16.1,5.6,48,
11/7/2013,2657,529,2492,531,2252,5.6,0,0,20,6.1,62,
11/8/2013,3611,769,3198,948,2879,0,0,0,10,3.3,60,
11/9/2013,2387,420,1631,963,1584,0,0,0,8.3,1.7,52,
11/10/2013,2323,442,1678,912,1635,0.8,0,0,14.4,5.6,51,
11/11/2013,3145,635,2724,771,2504,0,0,0,11.7,5,57,
11/12/2013,2353,444,2201,465,1988,2,0,0,10,-1.6,61,
11/13/2013,2792,621,2617,575,2371,0,0,0,3.3,-3.2,57,
11/14/2013,3246,690,3015,717,2714,0,0,0,11.1,-1,53,
11/15/2013,3958,786,3365,1120,3101,0,0,0,16.7,3.3,39,
11/16/2013,3099,490,1919,1318,1879,0,0,0,15,4.4,24,
11/17/2013,2203,341,1456,810,1412,1,0,0,12.8,3.3,15,
11/18/2013,3158,573,2782,765,2553,3.8,0,0,19.4,10,60,
11/19/2013,2726,523,2550,556,2303,0,0,0,10,0,75,
11/20/2013,2525,496,2356,521,2118,0,0,0,6.1,-1.6,43,
11/21/2013,2525,495,2338,620,2118,0,0,0,8.9,-1.6,31,
11/22/2013,1513,277,1407,421,1290,6.4,0,0,8.9,5.6,22,
11/23/2013,1524,275,1102,619,1073,0,0,0,10,-0.5,72,
11/24/2013,673,155,585,205,565,0,0,0,-0.5,-6,100,
11/25/2013,1342,274,1287,334,1172,0,0,0,1.1,-7.7,56,
11/26/2013,1358,276,1301,336,1167,2.5,0,0,6.7,0,41,
11/27/2013,359,65,342,111,318,45.5,0,0,16.7,3.9,75,
11/28/2013,161,23,128,74,126,0,0,0,3.9,-2.7,79,
11/29/2013,236,45,203,109,200,0,0,0,1.7,-4.9,44,
11/30/2013,252,48,214,118,212,0,0,0,1.7,-6.6,33,
