DATE,PRCP,SNWD,SNOW,TMAX,TMIN,AWND
1/25/2013,0.3,0,3,-4.4,-12.2,56
1/26/2013,0.3,0,5,-3.9,-10.6,54
1/27/2013,0.0,0,0,0.0,-10.0,62
1/28/2013,4.3,0,25,-0.6,-6.1,25
1/29/2013,0.3,0,3,1.1,-2.8,20
1/30/2013,1.5,0,0,15.6,0.6,65
1/31/2013,7.9,0,0,15.6,0.0,120
2/1/2013,0.0,0,0,1.1,-5.0,76
2/2/2013,0.0,0,0,-1.1,-7.2,57
2/3/2013,0.8,0,15,-2.8,-5.0,36
2/4/2013,0.0,0,0,-0.6,-5.6,75
2/5/2013,0.8,0,15,-2.8,-5.6,31
2/6/2013,1.3,0,18,4.4,-3.3,43
2/7/2013,0.0,0,0,-1.1,-7.8,41
2/8/2013,21.6,0,257,1.1,-6.7,115
2/9/2013,25.4,0,376,-6.7,-9.4,94
2/10/2013,0.0,0,0,2.2,-9.4,38
2/11/2013,5.1,0,0,7.2,-6.7,33
2/12/2013,0.0,0,0,6.7,2.2,68
2/13/2013,0.0,0,0,5.6,-1.1,32
2/14/2013,0.0,0,0,5.6,0.0,39
2/15/2013,0.0,0,0,8.3,-1.1,45
2/16/2013,0.3,0,3,3.3,0.0,38
2/17/2013,5.1,0,130,0.0,-7.8,96
2/18/2013,0.0,0,0,0.6,-8.9,89
2/19/2013,11.4,0,0,7.2,-3.3,43
2/20/2013,0.3,0,0,6.1,-2.8,76
2/21/2013,0.0,0,0,0.6,-3.9,79
2/22/2013,0.0,0,0,3.3,-3.3,42
2/23/2013,5.8,0,0,3.3,0.0,28
2/24/2013,20.8,0,46,3.3,-1.7,59
2/25/2013,0.3,0,5,5.0,-2.2,32
2/26/2013,0.0,0,0,5.0,-1.7,30
2/27/2013,34.8,0,0,4.4,3.3,89
2/28/2013,0.0,0,0,6.7,0.6,27
3/1/2013,0.0,0,0,5.0,1.1,42
3/2/2013,0.0,0,0,5.6,1.1,40
3/3/2013,0.0,0,0,6.1,0.6,40
3/4/2013,0.0,0,0,5.0,-0.6,78
3/5/2013,0.0,0,0,6.1,0.0,46
3/6/2013,1.3,0,0,5.0,1.7,102
3/7/2013,11.7,0,66,2.8,-1.1,106
3/8/2013,23.9,0,267,5.6,-2.2,82
3/9/2013,0.0,0,0,3.3,-0.6,49
3/10/2013,0.0,0,0,2.8,-2.2,35
3/11/2013,0.0,0,0,10.0,1.7,44
3/12/2013,7.4,0,0,11.7,3.9,52
3/13/2013,0.0,0,0,10.6,3.9,56
3/14/2013,0.0,0,0,3.9,-5.0,75
3/15/2013,0.0,0,0,5.0,-6.1,68
3/16/2013,0.0,0,0,4.4,-1.1,37
3/17/2013,0.0,0,0,3.3,-3.9,51
3/18/2013,3.0,0,23,0.6,-6.1,46
3/19/2013,34.3,0,160,2.2,-2.2,99
3/20/2013,0.0,0,0,3.9,-3.3,64
3/21/2013,0.5,0,8,1.7,-1.1,25
3/22/2013,0.0,0,0,4.4,-1.7,55
3/23/2013,0.0,0,0,6.7,-1.1,74
3/24/2013,0.0,0,0,8.9,0.6,45
3/25/2013,0.0,0,0,6.7,0.6,62
3/26/2013,1.3,0,0,10.0,1.1,47
3/27/2013,0.0,0,0,12.8,2.2,54
3/28/2013,0.0,0,0,8.9,3.3,38
3/29/2013,0.3,0,0,13.3,4.4,39
3/30/2013,0.0,0,0,12.2,4.4,36
3/31/2013,0.8,0,0,15.0,1.1,44
4/1/2013,3.0,0,0,16.7,1.7,65
4/2/2013,0.0,0,0,5.6,-0.5,76
4/3/2013,0.0,0,0,8.3,-0.5,85
4/4/2013,0.0,0,0,13.3,0.0,61
4/5/2013,0.0,0,0,13.9,3.3,57
4/6/2013,0.0,0,0,8.3,0.6,54
4/7/2013,0.0,0,0,12.2,0.0,71
4/8/2013,0.0,0,0,17.2,7.8,44
4/9/2013,1.5,0,0,22.8,7.2,39
4/10/2013,4.8,0,0,12.2,7.2,27
4/11/2013,1.0,0,0,9.4,5.6,31
4/12/2013,8.9,0,0,6.1,3.3,85
4/13/2013,0.5,0,0,10.6,2.2,40
4/14/2013,0.0,0,0,12.8,5.6,47
4/15/2013,0.0,0,0,9.4,3.3,47
4/16/2013,0.0,0,0,17.8,3.9,67
4/17/2013,0.0,0,0,18.9,8.3,43
4/18/2013,0.0,0,0,17.2,7.2,61
4/19/2013,1.3,0,0,23.9,11.7,80
4/20/2013,9.7,0,0,18.3,6.7,67
4/21/2013,0.0,0,0,10.0,2.8,48
4/22/2013,0.0,0,0,9.4,2.2,62
4/23/2013,3.3,0,0,6.1,5.0,76
4/24/2013,0.0,0,0,20.6,6.1,65
4/25/2013,0.8,0,0,18.9,8.9,48
4/26/2013,0.0,0,0,11.1,6.7,45
4/27/2013,0.0,0,0,13.3,5.6,33
4/28/2013,0.0,0,0,17.2,6.7,44
4/29/2013,0.0,0,0,20.0,8.9,43
4/30/2013,0.0,0,0,16.1,8.3,33
5/1/2013,0.0,0,0,15.6,7.2,28
5/2/2013,0.0,0,0,21.1,8.3,40
5/3/2013,0.0,0,0,11.7,6.7,45
5/4/2013,0.0,0,0,11.1,6.7,41
5/5/2013,0.0,0,0,11.7,4.4,40
5/6/2013,0.0,0,0,12.8,6.1,31
5/7/2013,0.0,0,0,22.2,8.3,42
5/8/2013,9.4,0,0,18.9,11.7,49
5/9/2013,15.5,0,0,17.2,11.7,22
5/10/2013,1.5,0,0,20.6,13.3,30
5/11/2013,0.5,0,0,22.2,15.0,54
5/12/2013,1.0,0,0,22.8,10.6,48
5/13/2013,0.0,0,0,15.6,7.8,55
5/14/2013,0.0,0,0,15.6,6.7,51
5/15/2013,0.0,0,0,19.4,6.7,47
5/16/2013,0.0,0,0,27.8,11.7,59
5/17/2013,0.0,0,0,21.1,12.2,52
5/18/2013,0.0,0,0,19.4,10.6,46
5/19/2013,4.3,0,0,17.2,10.0,36
5/20/2013,1.0,0,0,27.8,13.3,29
5/21/2013,0.3,0,0,18.9,11.1,43
5/22/2013,1.3,0,0,15.6,10.6,36
5/23/2013,1.3,0,0,25.0,11.7,46
5/24/2013,14.5,0,0,21.1,10.6,44
5/25/2013,8.6,0,0,12.2,5.6,63
5/26/2013,1.3,0,0,15.6,5.0,71
5/27/2013,0.0,0,0,22.8,8.3,44
5/28/2013,0.0,0,0,17.8,10.6,30
5/29/2013,21.3,0,0,21.1,13.9,29
5/30/2013,0.0,0,0,31.1,18.3,48
5/31/2013,0.0,0,0,34.4,22.2,49
6/1/2013,0.0,0,0,33.3,21.1,60
6/2/2013,0.0,0,0,31.1,20.0,70
6/3/2013,18.0,0,0,25.0,16.7,45
6/4/2013,0.0,0,0,22.8,12.8,54
6/5/2013,0.0,0,0,22.2,13.9,39
6/6/2013,0.5,0,0,20.6,13.9,41
6/7/2013,78.0,0,0,14.4,12.8,54
6/8/2013,13.7,0,0,26.1,12.8,54
6/9/2013,0.0,0,0,26.7,16.1,40
6/10/2013,22.4,0,0,20.6,14.4,37
6/11/2013,35.1,0,0,17.8,13.3,41
6/12/2013,1.8,0,0,21.7,13.3,52
6/13/2013,18.3,0,0,19.4,11.7,39
6/14/2013,25.9,0,0,23.3,11.7,50
6/15/2013,0.0,0,0,26.7,16.7,47
6/16/2013,0.0,0,0,25.0,16.1,47
6/17/2013,10.9,0,0,30.6,17.2,50
6/18/2013,16.0,0,0,21.7,15.0,31
6/19/2013,0.0,0,0,21.7,14.4,45
6/20/2013,0.0,0,0,25.0,14.4,41
6/21/2013,0.0,0,0,28.9,16.1,37
6/22/2013,0.0,0,0,29.4,18.3,55
6/23/2013,0.0,0,0,32.8,18.9,59
6/24/2013,8.4,0,0,35.0,21.1,51
6/25/2013,0.0,0,0,33.3,20.6,53
6/26/2013,1.0,0,0,28.9,17.8,31
6/27/2013,0.8,0,0,18.9,16.1,32
6/28/2013,11.4,0,0,27.2,16.7,60
6/29/2013,1.8,0,0,28.3,21.1,55
6/30/2013,2.8,0,0,28.9,20.6,46
7/1/2013,0.8,0,0,29.4,21.7,40
7/2/2013,0.0,0,0,27.8,16.1,38
7/3/2013,0.0,0,0,32.8,16.7,55
7/4/2013,0.0,0,0,34.4,23.9,54
7/5/2013,0.0,0,0,35.0,26.1,56
7/6/2013,0.0,0,0,33.9,26.1,51
7/7/2013,0.0,0,0,33.9,23.9,34
7/8/2013,0.3,0,0,29.4,18.9,40
7/9/2013,0.0,0,0,22.2,18.3,26
7/10/2013,0.3,0,0,30.0,19.4,45
7/11/2013,4.3,0,0,27.8,22.8,36
7/12/2013,0.0,0,0,23.3,18.9,57
7/13/2013,0.0,0,0,22.2,18.9,29
7/14/2013,0.0,0,0,33.9,20.6,22
7/15/2013,0.0,0,0,33.3,23.3,31
7/16/2013,0.3,0,0,33.9,23.9,29
7/17/2013,0.0,0,0,35.0,22.8,38
7/18/2013,0.0,0,0,32.8,24.4,46
7/19/2013,0.0,0,0,37.2,25.6,67
7/20/2013,0.0,0,0,35.6,26.1,57
7/21/2013,0.3,0,0,26.1,20.0,40
7/22/2013,0.0,0,0,24.4,20.0,33
7/23/2013,44.7,0,0,27.8,20.0,27
7/24/2013,0.0,0,0,31.1,18.9,38
7/25/2013,6.9,0,0,18.9,15.6,48
7/26/2013,25.4,0,0,22.2,16.7,50
7/27/2013,0.0,0,0,28.9,16.7,39
7/28/2013,0.3,0,0,23.9,19.4,29
7/29/2013,8.4,0,0,27.2,18.9,30
7/30/2013,0.0,0,0,28.9,18.9,38
7/31/2013,0.0,0,0,26.1,20.0,36
8/1/2013,0.0,0,0,27.8,18.9,43
8/2/2013,3.3,0,0,29.4,18.9,37
8/3/2013,0.0,0,0,26.7,20.0,53
8/4/2013,0.0,0,0,27.8,18.3,41
8/5/2013,0.0,0,0,25.6,16.1,51
8/6/2013,0.0,0,0,23.3,15.0,32
8/7/2013,0.0,0,0,26.1,16.1,42
8/8/2013,1.8,0,0,27.2,18.3,49
8/9/2013,41.1,0,0,24.4,21.7,51
8/10/2013,0.0,0,0,29.4,19.4,53
8/11/2013,0.0,0,0,27.2,17.2,31
8/12/2013,0.0,0,0,28.9,18.3,34
8/13/2013,0.0,0,0,22.8,18.9,24
8/14/2013,0.0,0,0,24.4,17.2,63
8/15/2013,0.0,0,0,25.6,15.6,44
8/16/2013,0.0,0,0,26.7,16.7,38
8/17/2013,0.0,0,0,23.3,17.8,33
8/18/2013,0.0,0,0,25.6,17.2,28
8/19/2013,0.0,0,0,28.9,17.8,40
8/20/2013,0.0,0,0,30.6,20.6,30
8/21/2013,0.0,0,0,31.7,19.4,33
8/22/2013,0.0,0,0,31.7,21.1,55
8/23/2013,0.0,0,0,25.6,18.9,43
8/24/2013,0.0,0,0,22.2,15.6,40
8/25/2013,0.0,0,0,28.3,16.1,41
8/26/2013,0.3,0,0,28.9,19.4,50
8/27/2013,0.3,0,0,24.4,18.3,22
8/28/2013,0.0,0,0,22.8,16.1,26
8/29/2013,0.0,0,0,19.4,16.7,43
8/30/2013,0.0,0,0,28.9,17.2,38
8/31/2013,0.0,0,0,27.8,20.6,44
9/1/2013,9.7,0,0,26.1,21.1,38
9/2/2013,9.7,0,0,27.2,20.6,32
9/3/2013,0.0,0,0,27.2,19.4,37
9/4/2013,0.0,0,0,27.8,17.2,49
9/5/2013,2.3,0,0,21.1,13.9,39
9/6/2013,0.0,0,0,21.7,11.1,39
9/7/2013,0.0,0,0,27.2,12.2,48
9/8/2013,0.0,0,0,25.6,13.3,59
9/9/2013,0.0,0,0,21.7,11.1,42
9/10/2013,0.8,0,0,25.0,15.0,51
9/11/2013,0.0,0,0,36.1,20.0,44
9/12/2013,14.5,0,0,31.1,19.4,51
9/13/2013,9.9,0,0,24.4,16.1,30
9/14/2013,0.0,0,0,20.0,13.9,44
9/15/2013,0.0,0,0,22.8,12.2,38
9/16/2013,0.0,0,0,21.1,10.0,47
9/17/2013,0.0,0,0,15.6,6.7,36
9/18/2013,0.0,0,0,23.9,10.6,35
9/19/2013,0.0,0,0,21.7,12.2,24
9/20/2013,0.0,0,0,21.7,12.8,24
9/21/2013,0.0,0,0,25.0,13.9,56
9/22/2013,9.4,0,0,22.8,12.8,59
9/23/2013,0.0,0,0,18.3,10.0,58
9/24/2013,0.0,0,0,20.0,8.3,44
9/25/2013,0.0,0,0,17.2,11.1,34
9/26/2013,0.0,0,0,17.2,12.8,33
9/27/2013,0.0,0,0,18.9,13.9,36
9/28/2013,0.0,0,0,20.6,12.8,26
9/29/2013,0.0,0,0,16.7,10.6,17
9/30/2013,0.0,0,0,18.3,10.6,18
10/1/2013,0.0,0,0,23.9,11.1,30
10/2/2013,0.0,0,0,27.8,16.7,51
10/3/2013,0.0,0,0,26.1,16.1,33
10/4/2013,0.8,0,0,19.4,15.0,13
10/5/2013,0.0,0,0,20.0,15.0,20
10/6/2013,7.9,0,0,16.7,13.3,48
10/7/2013,2.8,0,0,25.6,15.6,55
10/8/2013,0.0,0,0,20.0,11.1,47
10/9/2013,0.0,0,0,16.1,9.4,42
10/10/2013,0.0,0,0,16.1,8.9,34
10/11/2013,0.0,0,0,18.9,11.1,32
10/12/2013,0.0,0,0,16.1,11.7,55
10/13/2013,0.0,0,0,16.1,9.4,38
10/14/2013,0.0,0,0,16.1,6.7,26
10/15/2013,0.0,0,0,17.8,11.1,28
10/16/2013,0.0,0,0,16.7,10.6,23
10/17/2013,0.8,0,0,22.8,12.2,38
10/18/2013,0.5,0,0,21.1,13.3,55
10/19/2013,0.0,0,0,19.4,10.0,38
10/20/2013,0.0,0,0,17.8,9.4,52
10/21/2013,0.0,0,0,20.0,7.2,36
10/22/2013,0.0,0,0,21.7,8.9,47
10/23/2013,0.0,0,0,11.7,7.8,26
10/24/2013,0.0,0,0,13.3,6.1,61
10/25/2013,0.0,0,0,11.1,3.9,47
10/26/2013,0.0,0,0,13.9,2.8,59
10/27/2013,0.8,0,0,13.9,6.7,56
10/28/2013,0.0,0,0,15.6,3.9,55
10/29/2013,0.0,0,0,9.4,1.7,31
10/30/2013,1.3,0,0,11.7,3.9,17
10/31/2013,0.8,0,0,17.2,4.4,37
11/1/2013,0.8,0,0,22.2,15.6,94
11/2/2013,0.0,0,0,18.9,10.0,21
11/3/2013,0.8,0,0,11.7,1.1,48
11/4/2013,0.0,0,0,5.6,-0.5,39
11/5/2013,0.0,0,0,8.9,0.0,33
11/6/2013,0.0,0,0,16.1,5.6,48
11/7/2013,5.6,0,0,20.0,6.1,62
11/8/2013,0.0,0,0,10.0,3.3,60
11/9/2013,0.0,0,0,8.3,1.7,52
11/10/2013,0.8,0,0,14.4,5.6,51
11/11/2013,0.0,0,0,11.7,5.0,57
11/12/2013,2.0,0,0,10.0,-1.6,61
11/13/2013,0.0,0,0,3.3,-3.2,57
11/14/2013,0.0,0,0,11.1,-1.0,53
11/15/2013,0.0,0,0,16.7,3.3,39
11/16/2013,0.0,0,0,15.0,4.4,24
11/17/2013,1.0,0,0,12.8,3.3,15
11/18/2013,3.8,0,0,19.4,10.0,60
11/19/2013,0.0,0,0,10.0,0.0,75
11/20/2013,0.0,0,0,6.1,-1.6,43
11/21/2013,0.0,0,0,8.9,-1.6,31
11/22/2013,6.4,0,0,8.9,5.6,22
11/23/2013,0.0,0,0,10.0,-0.5,72
11/24/2013,0.0,0,0,-0.5,-6.0,100
11/25/2013,0.0,0,0,1.1,-7.7,56
11/26/2013,2.5,0,0,6.7,0.0,41
11/27/2013,45.5,0,0,16.7,3.9,75
11/28/2013,0.0,0,0,3.9,-2.7,79
11/29/2013,0.0,0,0,1.7,-4.9,44
11/30/2013,0.0,0,0,1.7,-6.6,33
