duration,start,end,strt_statn,end_statn,userType,gender,tripType
20,08/03/2013 12:48:00,08/03/2013 13:08:00,96,73,C,,trip
34,08/03/2013 13:08:00,08/03/2013 13:42:00,73,73,,,wait
8,08/03/2013 13:42:00,08/03/2013 13:50:00,73,96,R,M,trip
6,08/03/2013 13:50:00,08/03/2013 13:56:00,96,96,,,wait
19,08/03/2013 13:56:00,08/03/2013 14:15:00,96,48,R,M,trip
19,08/03/2013 14:15:00,08/03/2013 14:34:00,48,48,,,wait
18,08/03/2013 14:34:00,08/03/2013 14:52:00,48,113,C,,trip
116,08/03/2013 14:52:00,08/03/2013 16:48:00,113,129,,,wait
62,08/03/2013 16:48:00,08/03/2013 17:50:00,129,70,C,,trip
20,08/03/2013 17:50:00,08/03/2013 18:10:00,70,70,,,wait
19,08/03/2013 18:10:00,08/03/2013 18:29:00,70,144,C,,trip
54,08/03/2013 18:29:00,08/03/2013 19:23:00,144,144,,,wait
4,08/03/2013 19:23:00,08/03/2013 19:27:00,144,139,R,M,trip
22,08/03/2013 19:27:00,08/03/2013 19:49:00,139,139,,,wait
7,08/03/2013 19:49:00,08/03/2013 19:56:00,139,138,R,M,trip
89,08/03/2013 19:56:00,08/03/2013 21:25:00,138,138,,,wait
12,08/03/2013 21:25:00,08/03/2013 21:37:00,138,73,R,M,trip
169,08/03/2013 21:37:00,08/04/2013 00:26:00,73,73,,,wait
11,08/04/2013 00:26:00,08/04/2013 00:37:00,73,138,R,M,trip
1905,08/04/2013 00:37:00,08/05/2013 08:22:00,138,138,,,wait
17,08/05/2013 08:22:00,08/05/2013 08:39:00,138,75,R,M,trip
42,08/05/2013 08:39:00,08/05/2013 09:21:00,75,75,,,wait
13,08/05/2013 09:21:00,08/05/2013 09:34:00,75,50,R,F,trip
388,08/05/2013 09:34:00,08/05/2013 16:02:00,50,50,,,wait
10,08/05/2013 16:02:00,08/05/2013 16:12:00,50,112,R,M,trip
32,08/05/2013 16:12:00,08/05/2013 16:44:00,112,112,,,wait
22,08/05/2013 16:44:00,08/05/2013 17:06:00,112,40,R,M,trip
57,08/05/2013 17:06:00,08/05/2013 18:03:00,40,40,,,wait
9,08/05/2013 18:03:00,08/05/2013 18:12:00,40,22,C,,trip
5,08/05/2013 18:12:00,08/05/2013 18:17:00,22,22,,,wait
11,08/05/2013 18:17:00,08/05/2013 18:28:00,22,104,R,F,trip
59,08/05/2013 18:28:00,08/05/2013 19:27:00,104,104,,,wait
17,08/05/2013 19:27:00,08/05/2013 19:44:00,104,26,R,M,trip
38,08/05/2013 19:44:00,08/05/2013 20:22:00,26,26,,,wait
20,08/05/2013 20:22:00,08/05/2013 20:42:00,26,98,C,,trip
561,08/05/2013 20:42:00,08/06/2013 06:03:00,98,98,,,wait
13,08/06/2013 06:03:00,08/06/2013 06:16:00,98,81,R,M,trip
31,08/06/2013 06:16:00,08/06/2013 06:47:00,81,81,,,wait
3,08/06/2013 06:47:00,08/06/2013 06:50:00,81,49,R,F,trip
194,08/06/2013 06:50:00,08/06/2013 10:04:00,49,49,,,wait
10,08/06/2013 10:04:00,08/06/2013 10:14:00,49,58,C,,trip
96,08/06/2013 10:14:00,08/06/2013 11:50:00,58,58,,,wait
15,08/06/2013 11:50:00,08/06/2013 12:05:00,58,49,C,,trip
6,08/06/2013 12:05:00,08/06/2013 12:11:00,49,49,,,wait
18,08/06/2013 12:11:00,08/06/2013 12:29:00,49,44,C,,trip
106,08/06/2013 12:29:00,08/06/2013 14:15:00,44,44,,,wait
9,08/06/2013 14:15:00,08/06/2013 14:24:00,44,31,R,M,trip
112,08/06/2013 14:24:00,08/06/2013 16:16:00,31,31,,,wait
16,08/06/2013 16:16:00,08/06/2013 16:32:00,31,111,R,F,trip
88,08/06/2013 16:32:00,08/06/2013 18:00:00,111,48,,,wait
22,08/06/2013 18:00:00,08/06/2013 18:22:00,48,83,R,F,trip
4549,08/06/2013 18:22:00,08/09/2013 22:11:00,83,83,,,wait
14,08/09/2013 22:11:00,08/09/2013 22:25:00,83,55,R,M,trip
3,08/09/2013 22:25:00,08/09/2013 22:28:00,55,55,,,wait
4,08/09/2013 22:28:00,08/09/2013 22:32:00,55,53,R,M,trip
25,08/09/2013 22:32:00,08/09/2013 22:57:00,53,53,,,wait
5,08/09/2013 22:57:00,08/09/2013 23:02:00,53,67,R,M,trip
14,08/09/2013 23:02:00,08/09/2013 23:16:00,67,67,,,wait
10,08/09/2013 23:16:00,08/09/2013 23:26:00,67,99,R,M,trip
79,08/09/2013 23:26:00,08/10/2013 00:45:00,99,99,,,wait
24,08/10/2013 00:45:00,08/10/2013 01:09:00,99,41,C,,trip
393,08/10/2013 01:09:00,08/10/2013 07:42:00,41,41,,,wait
13,08/10/2013 07:42:00,08/10/2013 07:55:00,41,36,R,M,trip
44,08/10/2013 07:55:00,08/10/2013 08:39:00,36,36,,,wait
9,08/10/2013 08:39:00,08/10/2013 08:48:00,36,48,R,F,trip
96,08/10/2013 08:48:00,08/10/2013 10:24:00,48,48,,,wait
14,08/10/2013 10:24:00,08/10/2013 10:38:00,48,16,R,F,trip
48,08/10/2013 10:38:00,08/10/2013 11:26:00,16,16,,,wait
4,08/10/2013 11:26:00,08/10/2013 11:30:00,16,25,R,M,trip
46,08/10/2013 11:30:00,08/10/2013 12:16:00,25,25,,,wait
4,08/10/2013 12:16:00,08/10/2013 12:20:00,25,4,R,M,trip
26,08/10/2013 12:20:00,08/10/2013 12:46:00,4,4,,,wait
5,08/10/2013 12:46:00,08/10/2013 12:51:00,4,25,R,M,trip
30,08/10/2013 12:51:00,08/10/2013 13:21:00,25,25,,,wait
13,08/10/2013 13:21:00,08/10/2013 13:34:00,25,52,C,,trip
27,08/10/2013 13:34:00,08/10/2013 14:01:00,52,52,,,wait
11,08/10/2013 14:01:00,08/10/2013 14:12:00,52,25,C,,trip
698,08/10/2013 14:12:00,08/11/2013 01:50:00,25,48,,,wait
15,08/11/2013 01:50:00,08/11/2013 02:05:00,48,46,C,,trip
729,08/11/2013 02:05:00,08/11/2013 14:14:00,46,16,,,wait
5,08/11/2013 14:14:00,08/11/2013 14:19:00,16,26,R,M,trip
21,08/11/2013 14:19:00,08/11/2013 14:40:00,26,26,,,wait
32,08/11/2013 14:40:00,08/11/2013 15:12:00,26,73,R,F,trip
0,08/11/2013 15:12:00,08/11/2013 15:12:00,73,73,,,wait
18,08/11/2013 15:12:00,08/11/2013 15:30:00,73,32,R,M,trip
17,08/11/2013 15:30:00,08/11/2013 15:47:00,32,32,,,wait
27,08/11/2013 15:47:00,08/11/2013 16:14:00,32,78,R,F,trip
51,08/11/2013 16:14:00,08/11/2013 17:05:00,78,78,,,wait
20,08/11/2013 17:05:00,08/11/2013 17:25:00,78,9,R,F,trip
34,08/11/2013 17:25:00,08/11/2013 17:59:00,9,9,,,wait
7,08/11/2013 17:59:00,08/11/2013 18:06:00,9,33,R,M,trip
309,08/11/2013 18:06:00,08/11/2013 23:15:00,33,33,,,wait
20,08/11/2013 23:15:00,08/11/2013 23:35:00,33,102,R,M,trip
857,08/11/2013 23:35:00,08/12/2013 13:52:00,102,102,,,wait
13,08/12/2013 13:52:00,08/12/2013 14:05:00,102,91,R,M,trip
72,08/12/2013 14:05:00,08/12/2013 15:17:00,91,91,,,wait
5,08/12/2013 15:17:00,08/12/2013 15:22:00,91,72,R,M,trip
138,08/12/2013 15:22:00,08/12/2013 17:40:00,72,72,,,wait
19,08/12/2013 17:40:00,08/12/2013 17:59:00,72,32,C,,trip
15,08/12/2013 17:59:00,08/12/2013 18:14:00,32,32,,,wait
5,08/12/2013 18:14:00,08/12/2013 18:19:00,32,5,R,M,trip
29,08/12/2013 18:19:00,08/12/2013 18:48:00,5,5,,,wait
12,08/12/2013 18:48:00,08/12/2013 19:00:00,5,86,R,M,trip
106,08/12/2013 19:00:00,08/12/2013 20:46:00,86,86,,,wait
16,08/12/2013 20:46:00,08/12/2013 21:02:00,86,58,R,M,trip
152,08/12/2013 21:02:00,08/12/2013 23:34:00,58,58,,,wait
19,08/12/2013 23:34:00,08/12/2013 23:53:00,58,46,C,,trip
464,08/12/2013 23:53:00,08/13/2013 07:37:00,46,46,,,wait
6,08/13/2013 07:37:00,08/13/2013 07:43:00,46,67,R,M,trip
1471,08/13/2013 07:43:00,08/14/2013 08:14:00,67,98,,,wait
14,08/14/2013 08:14:00,08/14/2013 08:28:00,98,91,R,F,trip
994,08/14/2013 08:28:00,08/15/2013 01:02:00,91,89,,,wait
24,08/15/2013 01:02:00,08/15/2013 01:26:00,89,74,C,,trip
4,08/15/2013 01:26:00,08/15/2013 01:30:00,74,74,,,wait
30,08/15/2013 01:30:00,08/15/2013 02:00:00,74,75,C,,trip
319,08/15/2013 02:00:00,08/15/2013 07:19:00,75,75,,,wait
20,08/15/2013 07:19:00,08/15/2013 07:39:00,75,7,R,M,trip
444,08/15/2013 07:39:00,08/15/2013 15:03:00,7,7,,,wait
7,08/15/2013 15:03:00,08/15/2013 15:10:00,7,22,R,F,trip
95,08/15/2013 15:10:00,08/15/2013 16:45:00,22,22,,,wait
13,08/15/2013 16:45:00,08/15/2013 16:58:00,22,111,R,M,trip
251,08/15/2013 16:58:00,08/15/2013 21:09:00,111,91,,,wait
7,08/15/2013 21:09:00,08/15/2013 21:16:00,91,135,R,F,trip
860,08/15/2013 21:16:00,08/16/2013 11:36:00,135,135,,,wait
8,08/16/2013 11:36:00,08/16/2013 11:44:00,135,74,R,M,trip
4721,08/16/2013 11:44:00,08/19/2013 18:25:00,74,11,,,wait
16,08/19/2013 18:25:00,08/19/2013 18:41:00,11,113,R,M,trip
32,08/19/2013 18:41:00,08/19/2013 19:13:00,113,113,,,wait
20,08/19/2013 19:13:00,08/19/2013 19:33:00,113,113,C,,trip
2,08/19/2013 19:33:00,08/19/2013 19:35:00,113,113,,,wait
15,08/19/2013 19:35:00,08/19/2013 19:50:00,113,53,C,,trip
723,08/19/2013 19:50:00,08/20/2013 07:53:00,53,53,,,wait
14,08/20/2013 07:53:00,08/20/2013 08:07:00,53,27,R,F,trip
162,08/20/2013 08:07:00,08/20/2013 10:49:00,27,27,,,wait
15,08/20/2013 10:49:00,08/20/2013 11:04:00,27,16,R,M,trip
54,08/20/2013 11:04:00,08/20/2013 11:58:00,16,16,,,wait
16,08/20/2013 11:58:00,08/20/2013 12:14:00,16,68,R,M,trip
66,08/20/2013 12:14:00,08/20/2013 13:20:00,68,68,,,wait
18,08/20/2013 13:20:00,08/20/2013 13:38:00,68,16,R,M,trip
239,08/20/2013 13:38:00,08/20/2013 17:37:00,16,16,,,wait
6,08/20/2013 17:37:00,08/20/2013 17:43:00,16,21,R,M,trip
4,08/20/2013 17:43:00,08/20/2013 17:47:00,21,21,,,wait
3,08/20/2013 17:47:00,08/20/2013 17:50:00,21,103,R,M,trip
32,08/20/2013 17:50:00,08/20/2013 18:22:00,103,103,,,wait
29,08/20/2013 18:22:00,08/20/2013 18:51:00,103,136,C,,trip
1,08/20/2013 18:51:00,08/20/2013 18:52:00,136,136,,,wait
9,08/20/2013 18:52:00,08/20/2013 19:01:00,136,96,R,M,trip
19,08/20/2013 19:01:00,08/20/2013 19:20:00,96,96,,,wait
18,08/20/2013 19:20:00,08/20/2013 19:38:00,96,96,R,M,trip
49,08/20/2013 19:38:00,08/20/2013 20:27:00,96,96,,,wait
13,08/20/2013 20:27:00,08/20/2013 20:40:00,96,73,R,M,trip
17,08/20/2013 20:40:00,08/20/2013 20:57:00,73,73,,,wait
15,08/20/2013 20:57:00,08/20/2013 21:12:00,73,96,R,M,trip
20,08/20/2013 21:12:00,08/20/2013 21:32:00,96,96,,,wait
7,08/20/2013 21:32:00,08/20/2013 21:39:00,96,68,R,M,trip
214,08/20/2013 21:39:00,08/21/2013 01:13:00,68,68,,,wait
13,08/21/2013 01:13:00,08/21/2013 01:26:00,68,96,R,M,trip
450,08/21/2013 01:26:00,08/21/2013 08:56:00,96,96,,,wait
11,08/21/2013 08:56:00,08/21/2013 09:07:00,96,90,R,F,trip
7,08/21/2013 09:07:00,08/21/2013 09:14:00,90,90,,,wait
8,08/21/2013 09:14:00,08/21/2013 09:22:00,90,128,R,F,trip
1384,08/21/2013 09:22:00,08/22/2013 08:26:00,128,143,,,wait
22,08/22/2013 08:26:00,08/22/2013 08:48:00,143,46,R,M,trip
4,08/22/2013 08:48:00,08/22/2013 08:52:00,46,46,,,wait
14,08/22/2013 08:52:00,08/22/2013 09:06:00,46,20,R,M,trip
4,08/22/2013 09:06:00,08/22/2013 09:10:00,20,20,,,wait
12,08/22/2013 09:10:00,08/22/2013 09:22:00,20,36,R,M,trip
46,08/22/2013 09:22:00,08/22/2013 10:08:00,36,36,,,wait
6,08/22/2013 10:08:00,08/22/2013 10:14:00,36,39,R,F,trip
434,08/22/2013 10:14:00,08/22/2013 17:28:00,39,62,,,wait
26,08/22/2013 17:28:00,08/22/2013 17:54:00,62,112,R,M,trip
5,08/22/2013 17:54:00,08/22/2013 17:59:00,112,112,,,wait
17,08/22/2013 17:59:00,08/22/2013 18:16:00,112,95,R,M,trip
13,08/22/2013 18:16:00,08/22/2013 18:29:00,95,95,,,wait
6,08/22/2013 18:29:00,08/22/2013 18:35:00,95,75,R,F,trip
3,08/22/2013 18:35:00,08/22/2013 18:38:00,75,75,,,wait
3,08/22/2013 18:38:00,08/22/2013 18:41:00,75,76,R,M,trip
82,08/22/2013 18:41:00,08/22/2013 20:03:00,76,76,,,wait
14,08/22/2013 20:03:00,08/22/2013 20:17:00,76,137,R,M,trip
198,08/22/2013 20:17:00,08/22/2013 23:35:00,137,137,,,wait
4,08/22/2013 23:35:00,08/22/2013 23:39:00,137,138,R,M,trip
1139,08/22/2013 23:39:00,08/23/2013 18:38:00,138,80,,,wait
8,08/23/2013 18:38:00,08/23/2013 18:46:00,80,95,R,M,trip
918,08/23/2013 18:46:00,08/24/2013 10:04:00,95,95,,,wait
5,08/24/2013 10:04:00,08/24/2013 10:09:00,95,78,R,M,trip
171,08/24/2013 10:09:00,08/24/2013 13:00:00,78,76,,,wait
17,08/24/2013 13:00:00,08/24/2013 13:17:00,76,110,C,,trip
118,08/24/2013 13:17:00,08/24/2013 15:15:00,110,110,,,wait
16,08/24/2013 15:15:00,08/24/2013 15:31:00,110,68,R,M,trip
25,08/24/2013 15:31:00,08/24/2013 15:56:00,68,68,,,wait
24,08/24/2013 15:56:00,08/24/2013 16:20:00,68,113,R,F,trip
7445,08/24/2013 16:20:00,08/29/2013 20:25:00,113,129,,,wait
14,08/29/2013 20:25:00,08/29/2013 20:39:00,129,8,R,M,trip
922,08/29/2013 20:39:00,08/30/2013 12:01:00,8,8,,,wait
12,08/30/2013 12:01:00,08/30/2013 12:13:00,8,33,C,,trip
81,08/30/2013 12:13:00,08/30/2013 13:34:00,33,33,,,wait
17,08/30/2013 13:34:00,08/30/2013 13:51:00,33,114,R,M,trip
153,08/30/2013 13:51:00,08/30/2013 16:24:00,114,64,,,wait
11,08/30/2013 16:24:00,08/30/2013 16:35:00,64,111,R,M,trip
1150,08/30/2013 16:35:00,08/31/2013 11:45:00,111,54,,,wait
22,08/31/2013 11:45:00,08/31/2013 12:07:00,54,10,R,M,trip
1,08/31/2013 12:07:00,08/31/2013 12:08:00,10,10,,,wait
5,08/31/2013 12:08:00,08/31/2013 12:13:00,10,9,R,M,trip
99,08/31/2013 12:13:00,08/31/2013 13:52:00,9,9,,,wait
9,08/31/2013 13:52:00,08/31/2013 14:01:00,9,10,C,,trip
30,08/31/2013 14:01:00,08/31/2013 14:31:00,10,10,,,wait
22,08/31/2013 14:31:00,08/31/2013 14:53:00,10,131,C,,trip
261,08/31/2013 14:53:00,08/31/2013 19:14:00,131,131,,,wait
11,08/31/2013 19:14:00,08/31/2013 19:25:00,131,74,R,F,trip
37,08/31/2013 19:25:00,08/31/2013 20:02:00,74,74,,,wait
9,08/31/2013 20:02:00,08/31/2013 20:11:00,74,137,R,M,trip
625,08/31/2013 20:11:00,09/01/2013 06:36:00,137,137,,,wait
4,09/01/2013 06:36:00,09/01/2013 06:40:00,137,133,R,M,trip
3,09/01/2013 06:40:00,09/01/2013 06:43:00,133,133,,,wait
2,09/01/2013 06:43:00,09/01/2013 06:45:00,133,89,R,M,trip
11,09/01/2013 06:45:00,09/01/2013 06:56:00,89,130,,,wait
2,09/01/2013 06:56:00,09/01/2013 06:58:00,130,96,R,M,trip
2,09/01/2013 06:58:00,09/01/2013 07:00:00,96,96,,,wait
3,09/01/2013 07:00:00,09/01/2013 07:03:00,96,74,R,M,trip
8,09/01/2013 07:03:00,09/01/2013 07:11:00,74,70,,,wait
2,09/01/2013 07:11:00,09/01/2013 07:13:00,70,129,R,M,trip
2,09/01/2013 07:13:00,09/01/2013 07:15:00,129,129,,,wait
3,09/01/2013 07:15:00,09/01/2013 07:18:00,129,87,R,M,trip
3,09/01/2013 07:18:00,09/01/2013 07:21:00,87,87,,,wait
4,09/01/2013 07:21:00,09/01/2013 07:25:00,87,17,R,M,trip
2,09/01/2013 07:25:00,09/01/2013 07:27:00,17,17,,,wait
2,09/01/2013 07:27:00,09/01/2013 07:29:00,17,29,R,M,trip
2,09/01/2013 07:29:00,09/01/2013 07:31:00,29,29,,,wait
2,09/01/2013 07:31:00,09/01/2013 07:33:00,29,18,R,M,trip
3,09/01/2013 07:33:00,09/01/2013 07:36:00,18,18,,,wait
4,09/01/2013 07:36:00,09/01/2013 07:40:00,18,15,R,M,trip
1,09/01/2013 07:40:00,09/01/2013 07:41:00,15,15,,,wait
6,09/01/2013 07:41:00,09/01/2013 07:47:00,15,110,R,M,trip
2,09/01/2013 07:47:00,09/01/2013 07:49:00,110,110,,,wait
5,09/01/2013 07:49:00,09/01/2013 07:54:00,110,8,R,M,trip
2,09/01/2013 07:54:00,09/01/2013 07:56:00,8,8,,,wait
10,09/01/2013 07:56:00,09/01/2013 08:06:00,8,126,R,M,trip
2,09/01/2013 08:06:00,09/01/2013 08:08:00,126,126,,,wait
7,09/01/2013 08:08:00,09/01/2013 08:15:00,126,127,R,M,trip
4,09/01/2013 08:15:00,09/01/2013 08:19:00,127,127,,,wait
3,09/01/2013 08:19:00,09/01/2013 08:22:00,127,66,R,M,trip
3,09/01/2013 08:22:00,09/01/2013 08:25:00,66,66,,,wait
11,09/01/2013 08:25:00,09/01/2013 08:36:00,66,9,R,M,trip
48,09/01/2013 08:36:00,09/01/2013 09:24:00,9,9,,,wait
4,09/01/2013 09:24:00,09/01/2013 09:28:00,9,131,R,M,trip
2,09/01/2013 09:28:00,09/01/2013 09:30:00,131,131,,,wait
6,09/01/2013 09:30:00,09/01/2013 09:36:00,131,75,R,M,trip
5,09/01/2013 09:36:00,09/01/2013 09:41:00,75,68,,,wait
2,09/01/2013 09:41:00,09/01/2013 09:43:00,68,76,R,M,trip
2,09/01/2013 09:43:00,09/01/2013 09:45:00,76,76,,,wait
5,09/01/2013 09:45:00,09/01/2013 09:50:00,76,67,R,M,trip
13,09/01/2013 09:50:00,09/01/2013 10:03:00,67,67,,,wait
4,09/01/2013 10:03:00,09/01/2013 10:07:00,67,72,R,M,trip
5,09/01/2013 10:07:00,09/01/2013 10:12:00,72,128,,,wait
7,09/01/2013 10:12:00,09/01/2013 10:19:00,128,80,R,M,trip
2,09/01/2013 10:19:00,09/01/2013 10:21:00,80,80,,,wait
3,09/01/2013 10:21:00,09/01/2013 10:24:00,80,91,R,M,trip
1,09/01/2013 10:24:00,09/01/2013 10:25:00,91,91,,,wait
3,09/01/2013 10:25:00,09/01/2013 10:28:00,91,136,R,M,trip
1,09/01/2013 10:28:00,09/01/2013 10:29:00,136,136,,,wait
4,09/01/2013 10:29:00,09/01/2013 10:33:00,136,84,R,M,trip
2,09/01/2013 10:33:00,09/01/2013 10:35:00,84,84,,,wait
17,09/01/2013 10:35:00,09/01/2013 10:52:00,84,76,R,M,trip
176,09/01/2013 10:52:00,09/01/2013 13:48:00,76,76,,,wait
18,09/01/2013 13:48:00,09/01/2013 14:06:00,76,66,R,M,trip
20,09/01/2013 14:06:00,09/01/2013 14:26:00,66,66,,,wait
11,09/01/2013 14:26:00,09/01/2013 14:37:00,66,9,R,M,trip
71,09/01/2013 14:37:00,09/01/2013 15:48:00,9,9,,,wait
15,09/01/2013 15:48:00,09/01/2013 16:03:00,9,54,R,M,trip
65,09/01/2013 16:03:00,09/01/2013 17:08:00,54,54,,,wait
7,09/01/2013 17:08:00,09/01/2013 17:15:00,54,50,R,M,trip
1348,09/01/2013 17:15:00,09/02/2013 15:43:00,50,40,,,wait
31,09/02/2013 15:43:00,09/02/2013 16:14:00,40,33,R,M,trip
10,09/02/2013 16:14:00,09/02/2013 16:24:00,33,33,,,wait
7,09/02/2013 16:24:00,09/02/2013 16:31:00,33,67,R,M,trip
56,09/02/2013 16:31:00,09/02/2013 17:27:00,67,67,,,wait
18,09/02/2013 17:27:00,09/02/2013 17:45:00,67,111,R,F,trip
869,09/02/2013 17:45:00,09/03/2013 08:14:00,111,111,,,wait
5,09/03/2013 08:14:00,09/03/2013 08:19:00,111,40,R,M,trip
186,09/03/2013 08:19:00,09/03/2013 11:25:00,40,40,,,wait
29,09/03/2013 11:25:00,09/03/2013 11:54:00,40,10,R,F,trip
268,09/03/2013 11:54:00,09/03/2013 16:22:00,10,10,,,wait
19,09/03/2013 16:22:00,09/03/2013 16:41:00,10,114,R,M,trip
76,09/03/2013 16:41:00,09/03/2013 17:57:00,114,48,,,wait
13,09/03/2013 17:57:00,09/03/2013 18:10:00,48,36,R,M,trip
6,09/03/2013 18:10:00,09/03/2013 18:16:00,36,36,,,wait
13,09/03/2013 18:16:00,09/03/2013 18:29:00,36,76,R,M,trip
44,09/03/2013 18:29:00,09/03/2013 19:13:00,76,76,,,wait
10,09/03/2013 19:13:00,09/03/2013 19:23:00,76,78,R,F,trip
830,09/03/2013 19:23:00,09/04/2013 09:13:00,78,78,,,wait
26,09/04/2013 09:13:00,09/04/2013 09:39:00,78,136,C,,trip
470,09/04/2013 09:39:00,09/04/2013 17:29:00,136,136,,,wait
17,09/04/2013 17:29:00,09/04/2013 17:46:00,136,94,C,,trip
831,09/04/2013 17:46:00,09/05/2013 07:37:00,94,94,,,wait
7,09/05/2013 07:37:00,09/05/2013 07:44:00,94,114,R,M,trip
415,09/05/2013 07:44:00,09/05/2013 14:39:00,114,3,,,wait
19,09/05/2013 14:39:00,09/05/2013 14:58:00,3,19,C,,trip
6,09/05/2013 14:58:00,09/05/2013 15:04:00,19,19,,,wait
9,09/05/2013 15:04:00,09/05/2013 15:13:00,19,3,C,,trip
28,09/05/2013 15:13:00,09/05/2013 15:41:00,3,3,,,wait
9,09/05/2013 15:41:00,09/05/2013 15:50:00,3,51,R,F,trip
1323,09/05/2013 15:50:00,09/06/2013 13:53:00,51,126,,,wait
55,09/06/2013 13:53:00,09/06/2013 14:48:00,126,48,R,M,trip
26,09/06/2013 14:48:00,09/06/2013 15:14:00,48,48,,,wait
11,09/06/2013 15:14:00,09/06/2013 15:25:00,48,26,R,M,trip
120,09/06/2013 15:25:00,09/06/2013 17:25:00,26,26,,,wait
19,09/06/2013 17:25:00,09/06/2013 17:44:00,26,83,R,F,trip
91,09/06/2013 17:44:00,09/06/2013 19:15:00,83,83,,,wait
17,09/06/2013 19:15:00,09/06/2013 19:32:00,83,25,C,,trip
152,09/06/2013 19:32:00,09/06/2013 22:04:00,25,25,,,wait
4,09/06/2013 22:04:00,09/06/2013 22:08:00,25,16,R,M,trip
68,09/06/2013 22:08:00,09/06/2013 23:16:00,16,16,,,wait
21,09/06/2013 23:16:00,09/06/2013 23:37:00,16,75,R,M,trip
32,09/06/2013 23:37:00,09/07/2013 00:09:00,75,75,,,wait
20,09/07/2013 00:09:00,09/07/2013 00:29:00,75,20,R,F,trip
51,09/07/2013 00:29:00,09/07/2013 01:20:00,20,20,,,wait
12,09/07/2013 01:20:00,09/07/2013 01:32:00,20,81,C,,trip
512,09/07/2013 01:32:00,09/07/2013 10:04:00,81,81,,,wait
24,09/07/2013 10:04:00,09/07/2013 10:28:00,81,33,C,,trip
20,09/07/2013 10:28:00,09/07/2013 10:48:00,33,33,,,wait
7,09/07/2013 10:48:00,09/07/2013 10:55:00,33,67,R,M,trip
136,09/07/2013 10:55:00,09/07/2013 13:11:00,67,67,,,wait
7,09/07/2013 13:11:00,09/07/2013 13:18:00,67,33,R,M,trip
23,09/07/2013 13:18:00,09/07/2013 13:41:00,33,33,,,wait
21,09/07/2013 13:41:00,09/07/2013 14:02:00,33,113,C,,trip
18,09/07/2013 14:02:00,09/07/2013 14:20:00,113,113,,,wait
12,09/07/2013 14:20:00,09/07/2013 14:32:00,113,88,R,F,trip
100,09/07/2013 14:32:00,09/07/2013 16:12:00,88,88,,,wait
23,09/07/2013 16:12:00,09/07/2013 16:35:00,88,112,R,F,trip
48,09/07/2013 16:35:00,09/07/2013 17:23:00,112,112,,,wait
11,09/07/2013 17:23:00,09/07/2013 17:34:00,112,102,R,M,trip
31,09/07/2013 17:34:00,09/07/2013 18:05:00,102,102,,,wait
17,09/07/2013 18:05:00,09/07/2013 18:22:00,102,75,R,M,trip
222,09/07/2013 18:22:00,09/07/2013 22:04:00,75,75,,,wait
8,09/07/2013 22:04:00,09/07/2013 22:12:00,75,53,C,,trip
221,09/07/2013 22:12:00,09/08/2013 01:53:00,53,53,,,wait
5,09/08/2013 01:53:00,09/08/2013 01:58:00,53,67,R,M,trip
199,09/08/2013 01:58:00,09/08/2013 05:17:00,67,67,,,wait
8,09/08/2013 05:17:00,09/08/2013 05:25:00,67,33,C,,trip
36,09/08/2013 05:25:00,09/08/2013 06:01:00,33,33,,,wait
11,09/08/2013 06:01:00,09/08/2013 06:12:00,33,41,R,M,trip
493,09/08/2013 06:12:00,09/08/2013 14:25:00,41,41,,,wait
7,09/08/2013 14:25:00,09/08/2013 14:32:00,41,10,R,M,trip
59,09/08/2013 14:32:00,09/08/2013 15:31:00,10,10,,,wait
3,09/08/2013 15:31:00,09/08/2013 15:34:00,10,9,R,F,trip
215,09/08/2013 15:34:00,09/08/2013 19:09:00,9,9,,,wait
22,09/08/2013 19:09:00,09/08/2013 19:31:00,9,70,R,M,trip
1319,09/08/2013 19:31:00,09/09/2013 17:30:00,70,17,,,wait
7,09/09/2013 17:30:00,09/09/2013 17:37:00,17,15,R,M,trip
2900,09/09/2013 17:37:00,09/11/2013 17:57:00,15,15,,,wait
17,09/11/2013 17:57:00,09/11/2013 18:14:00,15,19,R,F,trip
92,09/11/2013 18:14:00,09/11/2013 19:46:00,19,19,,,wait
8,09/11/2013 19:46:00,09/11/2013 19:54:00,19,86,R,M,trip
2487,09/11/2013 19:54:00,09/13/2013 13:21:00,86,3,,,wait
3,09/13/2013 13:21:00,09/13/2013 13:24:00,3,14,R,M,trip
90,09/13/2013 13:24:00,09/13/2013 14:54:00,14,14,,,wait
17,09/13/2013 14:54:00,09/13/2013 15:11:00,14,80,R,F,trip
19,09/13/2013 15:11:00,09/13/2013 15:30:00,80,80,,,wait
14,09/13/2013 15:30:00,09/13/2013 15:44:00,80,98,R,M,trip
51,09/13/2013 15:44:00,09/13/2013 16:35:00,98,98,,,wait
11,09/13/2013 16:35:00,09/13/2013 16:46:00,98,22,R,M,trip
1074,09/13/2013 16:46:00,09/14/2013 10:40:00,22,22,,,wait
9,09/14/2013 10:40:00,09/14/2013 10:49:00,22,31,R,F,trip
5,09/14/2013 10:49:00,09/14/2013 10:54:00,31,31,,,wait
84,09/14/2013 10:54:00,09/14/2013 12:18:00,31,31,C,,trip
31,09/14/2013 12:18:00,09/14/2013 12:49:00,31,31,,,wait
11,09/14/2013 12:49:00,09/14/2013 13:00:00,31,47,R,M,trip
9,09/14/2013 13:00:00,09/14/2013 13:09:00,47,47,,,wait
