duration,start,end,strt_statn,end_statn,userType,gender,tripType
50,05/26/2012 13:59:00,05/26/2012 14:49:00,60,60,,,wait
74,05/26/2012 14:49:00,05/26/2012 16:03:00,60,60,C,,trip
60,05/26/2012 16:03:00,05/26/2012 17:03:00,60,60,,,wait
13,05/26/2012 17:03:00,05/26/2012 17:16:00,60,53,R,F,trip
0,05/26/2012 17:16:00,05/26/2012 17:16:00,53,53,,,wait
13,05/26/2012 17:16:00,05/26/2012 17:29:00,53,36,C,,trip
32,05/26/2012 17:29:00,05/26/2012 18:01:00,36,36,,,wait
158,05/26/2012 18:01:00,05/26/2012 20:39:00,36,36,C,,trip
27,05/26/2012 20:39:00,05/26/2012 21:06:00,36,36,,,wait
24,05/26/2012 21:06:00,05/26/2012 21:30:00,36,11,C,,trip
3520,05/26/2012 21:30:00,05/29/2012 08:10:00,11,22,,,wait
14,05/29/2012 08:10:00,05/29/2012 08:24:00,22,12,R,M,trip
34,05/29/2012 08:24:00,05/29/2012 08:58:00,12,12,,,wait
5,05/29/2012 08:58:00,05/29/2012 09:03:00,12,3,R,M,trip
545,05/29/2012 09:03:00,05/29/2012 18:08:00,3,3,,,wait
6,05/29/2012 18:08:00,05/29/2012 18:14:00,3,33,R,M,trip
699,05/29/2012 18:14:00,05/30/2012 05:53:00,33,33,,,wait
12,05/30/2012 05:53:00,05/30/2012 06:05:00,33,41,R,M,trip
136,05/30/2012 06:05:00,05/30/2012 08:21:00,41,41,,,wait
26,05/30/2012 08:21:00,05/30/2012 08:47:00,41,65,R,M,trip
52,05/30/2012 08:47:00,05/30/2012 09:39:00,65,65,,,wait
19,05/30/2012 09:39:00,05/30/2012 09:58:00,65,44,C,,trip
354,05/30/2012 09:58:00,05/30/2012 15:52:00,44,44,,,wait
9,05/30/2012 15:52:00,05/30/2012 16:01:00,44,6,C,,trip
359,05/30/2012 16:01:00,05/30/2012 22:00:00,6,6,,,wait
17,05/30/2012 22:00:00,05/30/2012 22:17:00,6,4,R,M,trip
567,05/30/2012 22:17:00,05/31/2012 07:44:00,4,4,,,wait
5,05/31/2012 07:44:00,05/31/2012 07:49:00,4,59,R,M,trip
232,05/31/2012 07:49:00,05/31/2012 11:41:00,59,59,,,wait
5,05/31/2012 11:41:00,05/31/2012 11:46:00,59,4,R,M,trip
97,05/31/2012 11:46:00,05/31/2012 13:23:00,4,4,,,wait
5,05/31/2012 13:23:00,05/31/2012 13:28:00,4,59,R,M,trip
68,05/31/2012 13:28:00,05/31/2012 14:36:00,59,59,,,wait
5,05/31/2012 14:36:00,05/31/2012 14:41:00,59,63,R,M,trip
222,05/31/2012 14:41:00,05/31/2012 18:23:00,63,63,,,wait
13,05/31/2012 18:23:00,05/31/2012 18:36:00,63,20,R,F,trip
22,05/31/2012 18:36:00,05/31/2012 18:58:00,20,20,,,wait
14,05/31/2012 18:58:00,05/31/2012 19:12:00,20,47,C,,trip
125,05/31/2012 19:12:00,05/31/2012 21:17:00,47,47,,,wait
8,05/31/2012 21:17:00,05/31/2012 21:25:00,47,60,R,F,trip
90,05/31/2012 21:25:00,05/31/2012 22:55:00,60,60,,,wait
20,05/31/2012 22:55:00,05/31/2012 23:15:00,60,60,R,M,trip
1001,05/31/2012 23:15:00,06/01/2012 15:56:00,60,60,,,wait
18,06/01/2012 15:56:00,06/01/2012 16:14:00,60,40,R,M,trip
35,06/01/2012 16:14:00,06/01/2012 16:49:00,40,40,,,wait
17,06/01/2012 16:49:00,06/01/2012 17:06:00,40,49,C,,trip
9,06/01/2012 17:06:00,06/01/2012 17:15:00,49,49,,,wait
11,06/01/2012 17:15:00,06/01/2012 17:26:00,49,31,R,M,trip
2,06/01/2012 17:26:00,06/01/2012 17:28:00,31,31,,,wait
7,06/01/2012 17:28:00,06/01/2012 17:35:00,31,22,R,M,trip
142,06/01/2012 17:35:00,06/01/2012 19:57:00,22,22,,,wait
6,06/01/2012 19:57:00,06/01/2012 20:03:00,22,7,C,,trip
1252,06/01/2012 20:03:00,06/02/2012 16:55:00,7,7,,,wait
24,06/02/2012 16:55:00,06/02/2012 17:19:00,7,48,C,,trip
532,06/02/2012 17:19:00,06/03/2012 02:11:00,48,48,,,wait
23,06/03/2012 02:11:00,06/03/2012 02:34:00,48,32,C,,trip
488,06/03/2012 02:34:00,06/03/2012 10:42:00,32,32,,,wait
13,06/03/2012 10:42:00,06/03/2012 10:55:00,32,54,R,F,trip
43,06/03/2012 10:55:00,06/03/2012 11:38:00,54,54,,,wait
9,06/03/2012 11:38:00,06/03/2012 11:47:00,54,36,R,M,trip
130,06/03/2012 11:47:00,06/03/2012 13:57:00,36,36,,,wait
12,06/03/2012 13:57:00,06/03/2012 14:09:00,36,54,R,M,trip
17,06/03/2012 14:09:00,06/03/2012 14:26:00,54,54,,,wait
22,06/03/2012 14:26:00,06/03/2012 14:48:00,54,40,R,F,trip
6,06/03/2012 14:48:00,06/03/2012 14:54:00,40,40,,,wait
21,06/03/2012 14:54:00,06/03/2012 15:15:00,40,60,R,M,trip
32,06/03/2012 15:15:00,06/03/2012 15:47:00,60,60,,,wait
5,06/03/2012 15:47:00,06/03/2012 15:52:00,60,42,R,M,trip
73,06/03/2012 15:52:00,06/03/2012 17:05:00,42,42,,,wait
20,06/03/2012 17:05:00,06/03/2012 17:25:00,42,33,C,,trip
113,06/03/2012 17:25:00,06/03/2012 19:18:00,33,33,,,wait
10,06/03/2012 19:18:00,06/03/2012 19:28:00,33,9,C,,trip
930,06/03/2012 19:28:00,06/04/2012 10:58:00,9,9,,,wait
6,06/04/2012 10:58:00,06/04/2012 11:04:00,9,32,R,F,trip
26,06/04/2012 11:04:00,06/04/2012 11:30:00,32,32,,,wait
4,06/04/2012 11:30:00,06/04/2012 11:34:00,32,14,R,M,trip
393,06/04/2012 11:34:00,06/04/2012 18:07:00,14,14,,,wait
15,06/04/2012 18:07:00,06/04/2012 18:22:00,14,8,R,M,trip
5445,06/04/2012 18:22:00,06/08/2012 13:07:00,8,32,,,wait
7,06/08/2012 13:07:00,06/08/2012 13:14:00,32,36,R,M,trip
13,06/08/2012 13:14:00,06/08/2012 13:27:00,36,36,,,wait
11,06/08/2012 13:27:00,06/08/2012 13:38:00,36,32,R,M,trip
75,06/08/2012 13:38:00,06/08/2012 14:53:00,32,32,,,wait
6,06/08/2012 14:53:00,06/08/2012 14:59:00,32,33,R,M,trip
77,06/08/2012 14:59:00,06/08/2012 16:16:00,33,33,,,wait
8,06/08/2012 16:16:00,06/08/2012 16:24:00,33,32,R,M,trip
147,06/08/2012 16:24:00,06/08/2012 18:51:00,32,35,,,wait
19,06/08/2012 18:51:00,06/08/2012 19:10:00,35,17,R,M,trip
946,06/08/2012 19:10:00,06/09/2012 10:56:00,17,17,,,wait
108,06/09/2012 10:56:00,06/09/2012 12:44:00,17,60,C,,trip
2,06/09/2012 12:44:00,06/09/2012 12:46:00,60,60,,,wait
41,06/09/2012 12:46:00,06/09/2012 13:27:00,60,17,C,,trip
130,06/09/2012 13:27:00,06/09/2012 15:37:00,17,17,,,wait
4,06/09/2012 15:37:00,06/09/2012 15:41:00,17,18,R,M,trip
62,06/09/2012 15:41:00,06/09/2012 16:43:00,18,18,,,wait
24,06/09/2012 16:43:00,06/09/2012 17:07:00,18,36,R,M,trip
39,06/09/2012 17:07:00,06/09/2012 17:46:00,36,36,,,wait
7,06/09/2012 17:46:00,06/09/2012 17:53:00,36,54,C,,trip
25,06/09/2012 17:53:00,06/09/2012 18:18:00,54,54,,,wait
22,06/09/2012 18:18:00,06/09/2012 18:40:00,54,36,R,M,trip
17,06/09/2012 18:40:00,06/09/2012 18:57:00,36,36,,,wait
28,06/09/2012 18:57:00,06/09/2012 19:25:00,36,50,C,,trip
288,06/09/2012 19:25:00,06/10/2012 00:13:00,50,50,,,wait
8,06/10/2012 00:13:00,06/10/2012 00:21:00,50,25,C,,trip
725,06/10/2012 00:21:00,06/10/2012 12:26:00,25,25,,,wait
5,06/10/2012 12:26:00,06/10/2012 12:31:00,25,46,C,,trip
81,06/10/2012 12:31:00,06/10/2012 13:52:00,46,46,,,wait
3,06/10/2012 13:52:00,06/10/2012 13:55:00,46,21,R,M,trip
18,06/10/2012 13:55:00,06/10/2012 14:13:00,21,21,,,wait
5,06/10/2012 14:13:00,06/10/2012 14:18:00,21,45,C,,trip
6,06/10/2012 14:18:00,06/10/2012 14:24:00,45,45,,,wait
107,06/10/2012 14:24:00,06/10/2012 16:11:00,45,63,C,,trip
87,06/10/2012 16:11:00,06/10/2012 17:38:00,63,63,,,wait
14,06/10/2012 17:38:00,06/10/2012 17:52:00,63,57,R,M,trip
17,06/10/2012 17:52:00,06/10/2012 18:09:00,57,57,,,wait
4,06/10/2012 18:09:00,06/10/2012 18:13:00,57,52,R,M,trip
24,06/10/2012 18:13:00,06/10/2012 18:37:00,52,52,,,wait
17,06/10/2012 18:37:00,06/10/2012 18:54:00,52,4,C,,trip
57,06/10/2012 18:54:00,06/10/2012 19:51:00,4,4,,,wait
16,06/10/2012 19:51:00,06/10/2012 20:07:00,4,44,C,,trip
750,06/10/2012 20:07:00,06/11/2012 08:37:00,44,44,,,wait
6,06/11/2012 08:37:00,06/11/2012 08:43:00,44,24,R,M,trip
413,06/11/2012 08:43:00,06/11/2012 15:36:00,24,24,,,wait
18,06/11/2012 15:36:00,06/11/2012 15:54:00,24,44,C,,trip
55,06/11/2012 15:54:00,06/11/2012 16:49:00,44,44,,,wait
3,06/11/2012 16:49:00,06/11/2012 16:52:00,44,38,R,M,trip
808,06/11/2012 16:52:00,06/12/2012 06:20:00,38,38,,,wait
15,06/12/2012 06:20:00,06/12/2012 06:35:00,38,64,R,M,trip
152,06/12/2012 06:35:00,06/12/2012 09:07:00,64,6,,,wait
6,06/12/2012 09:07:00,06/12/2012 09:13:00,6,22,R,M,trip
39,06/12/2012 09:13:00,06/12/2012 09:52:00,22,22,,,wait
12,06/12/2012 09:52:00,06/12/2012 10:04:00,22,50,R,M,trip
78,06/12/2012 10:04:00,06/12/2012 11:22:00,50,50,,,wait
35,06/12/2012 11:22:00,06/12/2012 11:57:00,50,15,C,,trip
120,06/12/2012 11:57:00,06/12/2012 13:57:00,15,15,,,wait
19,06/12/2012 13:57:00,06/12/2012 14:16:00,15,60,R,M,trip
2,06/12/2012 14:16:00,06/12/2012 14:18:00,60,60,,,wait
9,06/12/2012 14:18:00,06/12/2012 14:27:00,60,48,R,M,trip
9,06/12/2012 14:27:00,06/12/2012 14:36:00,48,48,,,wait
4,06/12/2012 14:36:00,06/12/2012 14:40:00,48,6,R,M,trip
50,06/12/2012 14:40:00,06/12/2012 15:30:00,6,6,,,wait
9,06/12/2012 15:30:00,06/12/2012 15:39:00,6,22,R,M,trip
72,06/12/2012 15:39:00,06/12/2012 16:51:00,22,22,,,wait
11,06/12/2012 16:51:00,06/12/2012 17:02:00,22,6,R,M,trip
2371,06/12/2012 17:02:00,06/14/2012 08:33:00,6,6,,,wait
25,06/14/2012 08:33:00,06/14/2012 08:58:00,6,38,R,F,trip
1,06/14/2012 08:58:00,06/14/2012 08:59:00,38,38,,,wait
13,06/14/2012 08:59:00,06/14/2012 09:12:00,38,42,R,M,trip
466,06/14/2012 09:12:00,06/14/2012 16:58:00,42,42,,,wait
9,06/14/2012 16:58:00,06/14/2012 17:07:00,42,33,R,M,trip
56,06/14/2012 17:07:00,06/14/2012 18:03:00,33,33,,,wait
6,06/14/2012 18:03:00,06/14/2012 18:09:00,33,52,R,M,trip
17,06/14/2012 18:09:00,06/14/2012 18:26:00,52,52,,,wait
17,06/14/2012 18:26:00,06/14/2012 18:43:00,52,9,R,M,trip
5,06/14/2012 18:43:00,06/14/2012 18:48:00,9,9,,,wait
13,06/14/2012 18:48:00,06/14/2012 19:01:00,9,61,R,F,trip
2,06/14/2012 19:01:00,06/14/2012 19:03:00,61,61,,,wait
5,06/14/2012 19:03:00,06/14/2012 19:08:00,61,49,R,M,trip
41,06/14/2012 19:08:00,06/14/2012 19:49:00,49,49,,,wait
13,06/14/2012 19:49:00,06/14/2012 20:02:00,49,52,C,,trip
114,06/14/2012 20:02:00,06/14/2012 21:56:00,52,52,,,wait
3,06/14/2012 21:56:00,06/14/2012 21:59:00,52,36,R,M,trip
36,06/14/2012 21:59:00,06/14/2012 22:35:00,36,36,,,wait
13,06/14/2012 22:35:00,06/14/2012 22:48:00,36,6,C,,trip
22,06/14/2012 22:48:00,06/14/2012 23:10:00,6,6,,,wait
6,06/14/2012 23:10:00,06/14/2012 23:16:00,6,54,C,,trip
3,06/14/2012 23:16:00,06/14/2012 23:19:00,54,54,,,wait
6,06/14/2012 23:19:00,06/14/2012 23:25:00,54,6,R,M,trip
116,06/14/2012 23:25:00,06/15/2012 01:21:00,6,6,,,wait
8,06/15/2012 01:21:00,06/15/2012 01:29:00,6,38,R,M,trip
361,06/15/2012 01:29:00,06/15/2012 07:30:00,38,38,,,wait
9,06/15/2012 07:30:00,06/15/2012 07:39:00,38,50,R,M,trip
336,06/15/2012 07:39:00,06/15/2012 13:15:00,50,50,,,wait
6,06/15/2012 13:15:00,06/15/2012 13:21:00,50,61,R,M,trip
68,06/15/2012 13:21:00,06/15/2012 14:29:00,61,61,,,wait
16,06/15/2012 14:29:00,06/15/2012 14:45:00,61,23,R,M,trip
187,06/15/2012 14:45:00,06/15/2012 17:52:00,23,23,,,wait
3,06/15/2012 17:52:00,06/15/2012 17:55:00,23,47,R,M,trip
24,06/15/2012 17:55:00,06/15/2012 18:19:00,47,47,,,wait
7,06/15/2012 18:19:00,06/15/2012 18:26:00,47,22,C,,trip
2,06/15/2012 18:26:00,06/15/2012 18:28:00,22,22,,,wait
7,06/15/2012 18:28:00,06/15/2012 18:35:00,22,47,R,F,trip
4,06/15/2012 18:35:00,06/15/2012 18:39:00,47,47,,,wait
5,06/15/2012 18:39:00,06/15/2012 18:44:00,47,22,R,M,trip
57,06/15/2012 18:44:00,06/15/2012 19:41:00,22,22,,,wait
4,06/15/2012 19:41:00,06/15/2012 19:45:00,22,20,R,M,trip
1303,06/15/2012 19:45:00,06/16/2012 17:28:00,20,31,,,wait
19,06/16/2012 17:28:00,06/16/2012 17:47:00,31,38,R,M,trip
323,06/16/2012 17:47:00,06/16/2012 23:10:00,38,38,,,wait
26,06/16/2012 23:10:00,06/16/2012 23:36:00,38,41,R,M,trip
4,06/16/2012 23:36:00,06/16/2012 23:40:00,41,41,,,wait
22,06/16/2012 23:40:00,06/17/2012 00:02:00,41,4,R,M,trip
671,06/17/2012 00:02:00,06/17/2012 11:13:00,4,4,,,wait
16,06/17/2012 11:13:00,06/17/2012 11:29:00,4,39,R,M,trip
110,06/17/2012 11:29:00,06/17/2012 13:19:00,39,39,,,wait
5,06/17/2012 13:19:00,06/17/2012 13:24:00,39,4,R,M,trip
76,06/17/2012 13:24:00,06/17/2012 14:40:00,4,4,,,wait
4,06/17/2012 14:40:00,06/17/2012 14:44:00,4,39,R,M,trip
109,06/17/2012 14:44:00,06/17/2012 16:33:00,39,39,,,wait
17,06/17/2012 16:33:00,06/17/2012 16:50:00,39,45,C,,trip
46,06/17/2012 16:50:00,06/17/2012 17:36:00,45,45,,,wait
8,06/17/2012 17:36:00,06/17/2012 17:44:00,45,61,C,,trip
108,06/17/2012 17:44:00,06/17/2012 19:32:00,61,61,,,wait
41,06/17/2012 19:32:00,06/17/2012 20:13:00,61,44,C,,trip
44,06/17/2012 20:13:00,06/17/2012 20:57:00,44,44,,,wait
25,06/17/2012 20:57:00,06/17/2012 21:22:00,44,54,C,,trip
78,06/17/2012 21:22:00,06/17/2012 22:40:00,54,54,,,wait
6,06/17/2012 22:40:00,06/17/2012 22:46:00,54,20,R,F,trip
609,06/17/2012 22:46:00,06/18/2012 08:55:00,20,20,,,wait
35,06/18/2012 08:55:00,06/18/2012 09:30:00,20,40,C,,trip
54,06/18/2012 09:30:00,06/18/2012 10:24:00,40,40,,,wait
6,06/18/2012 10:24:00,06/18/2012 10:30:00,40,23,R,M,trip
8,06/18/2012 10:30:00,06/18/2012 10:38:00,23,23,,,wait
5,06/18/2012 10:38:00,06/18/2012 10:43:00,23,58,R,M,trip
13,06/18/2012 10:43:00,06/18/2012 10:56:00,58,58,,,wait
214,06/18/2012 10:56:00,06/18/2012 14:30:00,58,58,C,,trip
58,06/18/2012 14:30:00,06/18/2012 15:28:00,58,58,,,wait
32,06/18/2012 15:28:00,06/18/2012 16:00:00,58,36,C,,trip
66,06/18/2012 16:00:00,06/18/2012 17:06:00,36,36,,,wait
19,06/18/2012 17:06:00,06/18/2012 17:25:00,36,59,C,,trip
35,06/18/2012 17:25:00,06/18/2012 18:00:00,59,59,,,wait
14,06/18/2012 18:00:00,06/18/2012 18:14:00,59,52,R,M,trip
98,06/18/2012 18:14:00,06/18/2012 19:52:00,52,52,,,wait
11,06/18/2012 19:52:00,06/18/2012 20:03:00,52,60,R,M,trip
692,06/18/2012 20:03:00,06/19/2012 07:35:00,60,60,,,wait
4,06/19/2012 07:35:00,06/19/2012 07:39:00,60,49,R,M,trip
73,06/19/2012 07:39:00,06/19/2012 08:52:00,49,49,,,wait
14,06/19/2012 08:52:00,06/19/2012 09:06:00,49,20,C,,trip
166,06/19/2012 09:06:00,06/19/2012 11:52:00,20,20,,,wait
8,06/19/2012 11:52:00,06/19/2012 12:00:00,20,44,C,,trip
298,06/19/2012 12:00:00,06/19/2012 16:58:00,44,44,,,wait
17,06/19/2012 16:58:00,06/19/2012 17:15:00,44,57,R,M,trip
883,06/19/2012 17:15:00,06/20/2012 07:58:00,57,57,,,wait
11,06/20/2012 07:58:00,06/20/2012 08:09:00,57,22,R,M,trip
24,06/20/2012 08:09:00,06/20/2012 08:33:00,22,22,,,wait
3,06/20/2012 08:33:00,06/20/2012 08:36:00,22,43,R,M,trip
522,06/20/2012 08:36:00,06/20/2012 17:18:00,43,35,,,wait
4,06/20/2012 17:18:00,06/20/2012 17:22:00,35,44,R,M,trip
36,06/20/2012 17:22:00,06/20/2012 17:58:00,44,44,,,wait
6,06/20/2012 17:58:00,06/20/2012 18:04:00,44,59,R,M,trip
11,06/20/2012 18:04:00,06/20/2012 18:15:00,59,59,,,wait
4,06/20/2012 18:15:00,06/20/2012 18:19:00,59,4,R,M,trip
707,06/20/2012 18:19:00,06/21/2012 06:06:00,4,4,,,wait
7,06/21/2012 06:06:00,06/21/2012 06:13:00,4,22,R,M,trip
30,06/21/2012 06:13:00,06/21/2012 06:43:00,22,22,,,wait
4,06/21/2012 06:43:00,06/21/2012 06:47:00,22,43,R,F,trip
11,06/21/2012 06:47:00,06/21/2012 06:58:00,43,43,,,wait
5,06/21/2012 06:58:00,06/21/2012 07:03:00,43,22,R,M,trip
50,06/21/2012 07:03:00,06/21/2012 07:53:00,22,22,,,wait
6,06/21/2012 07:53:00,06/21/2012 07:59:00,22,31,R,M,trip
13,06/21/2012 07:59:00,06/21/2012 08:12:00,31,31,,,wait
12,06/21/2012 08:12:00,06/21/2012 08:24:00,31,47,R,M,trip
1,06/21/2012 08:24:00,06/21/2012 08:25:00,47,47,,,wait
16,06/21/2012 08:25:00,06/21/2012 08:41:00,47,39,R,M,trip
2,06/21/2012 08:41:00,06/21/2012 08:43:00,39,39,,,wait
14,06/21/2012 08:43:00,06/21/2012 08:57:00,39,23,R,M,trip
129,06/21/2012 08:57:00,06/21/2012 11:06:00,23,23,,,wait
15,06/21/2012 11:06:00,06/21/2012 11:21:00,23,55,R,F,trip
93,06/21/2012 11:21:00,06/21/2012 12:54:00,55,55,,,wait
10,06/21/2012 12:54:00,06/21/2012 13:04:00,55,6,R,F,trip
6,06/21/2012 13:04:00,06/21/2012 13:10:00,6,6,,,wait
13,06/21/2012 13:10:00,06/21/2012 13:23:00,6,21,R,F,trip
219,06/21/2012 13:23:00,06/21/2012 17:02:00,21,21,,,wait
4,06/21/2012 17:02:00,06/21/2012 17:06:00,21,36,R,F,trip
23,06/21/2012 17:06:00,06/21/2012 17:29:00,36,36,,,wait
10,06/21/2012 17:29:00,06/21/2012 17:39:00,36,63,R,M,trip
884,06/21/2012 17:39:00,06/22/2012 08:23:00,63,63,,,wait
12,06/22/2012 08:23:00,06/22/2012 08:35:00,63,20,R,F,trip
28,06/22/2012 08:35:00,06/22/2012 09:03:00,20,20,,,wait
3,06/22/2012 09:03:00,06/22/2012 09:06:00,20,22,R,M,trip
33,06/22/2012 09:06:00,06/22/2012 09:39:00,22,22,,,wait
7,06/22/2012 09:39:00,06/22/2012 09:46:00,22,44,R,F,trip
102,06/22/2012 09:46:00,06/22/2012 11:28:00,44,44,,,wait
61,06/22/2012 11:28:00,06/22/2012 12:29:00,44,44,C,,trip
154,06/22/2012 12:29:00,06/22/2012 15:03:00,44,44,,,wait
6,06/22/2012 15:03:00,06/22/2012 15:09:00,44,6,R,M,trip
183,06/22/2012 15:09:00,06/22/2012 18:12:00,6,6,,,wait
9,06/22/2012 18:12:00,06/22/2012 18:21:00,6,53,R,M,trip
175,06/22/2012 18:21:00,06/22/2012 21:16:00,53,53,,,wait
12,06/22/2012 21:16:00,06/22/2012 21:28:00,53,39,R,M,trip
948,06/22/2012 21:28:00,06/23/2012 13:16:00,39,39,,,wait
4,06/23/2012 13:16:00,06/23/2012 13:20:00,39,4,R,M,trip
9,06/23/2012 13:20:00,06/23/2012 13:29:00,4,4,,,wait
3,06/23/2012 13:29:00,06/23/2012 13:32:00,4,25,R,M,trip
9,06/23/2012 13:32:00,06/23/2012 13:41:00,25,25,,,wait
5,06/23/2012 13:41:00,06/23/2012 13:46:00,25,36,C,,trip
63,06/23/2012 13:46:00,06/23/2012 14:49:00,36,36,,,wait
17,06/23/2012 14:49:00,06/23/2012 15:06:00,36,47,C,,trip
49,06/23/2012 15:06:00,06/23/2012 15:55:00,47,47,,,wait
8,06/23/2012 15:55:00,06/23/2012 16:03:00,47,38,C,,trip
5,06/23/2012 16:03:00,06/23/2012 16:08:00,38,38,,,wait
18,06/23/2012 16:08:00,06/23/2012 16:26:00,38,60,C,,trip
7,06/23/2012 16:26:00,06/23/2012 16:33:00,60,60,,,wait
50,06/23/2012 16:33:00,06/23/2012 17:23:00,60,21,C,,trip
215,06/23/2012 17:23:00,06/23/2012 20:58:00,21,14,,,wait
10,06/23/2012 20:58:00,06/23/2012 21:08:00,14,52,C,,trip
6834,06/23/2012 21:08:00,06/28/2012 15:02:00,52,60,,,wait
14,06/28/2012 15:02:00,06/28/2012 15:16:00,60,33,R,M,trip
1823,06/28/2012 15:16:00,06/29/2012 21:39:00,33,47,,,wait
60,06/29/2012 21:39:00,06/29/2012 22:39:00,47,20,C,,trip
793,06/29/2012 22:39:00,06/30/2012 11:52:00,20,20,,,wait
36,06/30/2012 11:52:00,06/30/2012 12:28:00,20,20,C,,trip
109,06/30/2012 12:28:00,06/30/2012 14:17:00,20,20,,,wait
7,06/30/2012 14:17:00,06/30/2012 14:24:00,20,40,C,,trip
84,06/30/2012 14:24:00,06/30/2012 15:48:00,40,40,,,wait
3,06/30/2012 15:48:00,06/30/2012 15:51:00,40,20,R,F,trip
4,06/30/2012 15:51:00,06/30/2012 15:55:00,20,20,,,wait
11,06/30/2012 15:55:00,06/30/2012 16:06:00,20,23,R,M,trip
140,06/30/2012 16:06:00,06/30/2012 18:26:00,23,17,,,wait
21,06/30/2012 18:26:00,06/30/2012 18:47:00,17,58,R,M,trip
1,06/30/2012 18:47:00,06/30/2012 18:48:00,58,58,,,wait
23,06/30/2012 18:48:00,06/30/2012 19:11:00,58,50,C,,trip
236,06/30/2012 19:11:00,06/30/2012 23:07:00,50,50,,,wait
36,06/30/2012 23:07:00,06/30/2012 23:43:00,50,44,C,,trip
944,06/30/2012 23:43:00,07/01/2012 15:27:00,44,44,,,wait
25,07/01/2012 15:27:00,07/01/2012 15:52:00,44,36,C,,trip
80,07/01/2012 15:52:00,07/01/2012 17:12:00,36,36,,,wait
22,07/01/2012 17:12:00,07/01/2012 17:34:00,36,33,C,,trip
32,07/01/2012 17:34:00,07/01/2012 18:06:00,33,58,,,wait
21,07/01/2012 18:06:00,07/01/2012 18:27:00,58,38,C,,trip
87,07/01/2012 18:27:00,07/01/2012 19:54:00,38,20,,,wait
8,07/01/2012 19:54:00,07/01/2012 20:02:00,20,31,C,,trip
846,07/01/2012 20:02:00,07/02/2012 10:08:00,31,39,,,wait
19,07/02/2012 10:08:00,07/02/2012 10:27:00,39,39,R,M,trip
242,07/02/2012 10:27:00,07/02/2012 14:29:00,39,61,,,wait
110,07/02/2012 14:29:00,07/02/2012 16:19:00,61,61,C,,trip
93,07/02/2012 16:19:00,07/02/2012 17:52:00,61,61,,,wait
8,07/02/2012 17:52:00,07/02/2012 18:00:00,61,54,R,M,trip
13,07/02/2012 18:00:00,07/02/2012 18:13:00,54,54,,,wait
25,07/02/2012 18:13:00,07/02/2012 18:38:00,54,36,C,,trip
22,07/02/2012 18:38:00,07/02/2012 19:00:00,36,36,,,wait
13,07/02/2012 19:00:00,07/02/2012 19:13:00,36,38,R,M,trip
123,07/02/2012 19:13:00,07/02/2012 21:16:00,38,10,,,wait
27,07/02/2012 21:16:00,07/02/2012 21:43:00,10,38,R,F,trip
-57,07/02/2012 21:43:00,07/02/2012 20:46:00,38,38,,,wait
24,07/02/2012 20:46:00,07/02/2012 21:10:00,38,10,R,F,trip
615,07/02/2012 21:10:00,07/03/2012 07:25:00,10,22,,,wait
11,07/03/2012 07:25:00,07/03/2012 07:36:00,22,21,R,M,trip
41,07/03/2012 07:36:00,07/03/2012 08:17:00,21,21,,,wait
7,07/03/2012 08:17:00,07/03/2012 08:24:00,21,34,R,M,trip
458,07/03/2012 08:24:00,07/03/2012 16:02:00,34,34,,,wait
5,07/03/2012 16:02:00,07/03/2012 16:07:00,34,21,R,M,trip
51,07/03/2012 16:07:00,07/03/2012 16:58:00,21,21,,,wait
10,07/03/2012 16:58:00,07/03/2012 17:08:00,21,22,R,M,trip
239,07/03/2012 17:08:00,07/03/2012 21:07:00,22,22,,,wait
5,07/03/2012 21:07:00,07/03/2012 21:12:00,22,63,R,M,trip
802,07/03/2012 21:12:00,07/04/2012 10:34:00,63,63,,,wait
8,07/04/2012 10:34:00,07/04/2012 10:42:00,63,49,R,M,trip
58,07/04/2012 10:42:00,07/04/2012 11:40:00,49,49,,,wait
4,07/04/2012 11:40:00,07/04/2012 11:44:00,49,59,R,M,trip
59,07/04/2012 11:44:00,07/04/2012 12:43:00,59,59,,,wait
25,07/04/2012 12:43:00,07/04/2012 13:08:00,59,48,C,,trip
3,07/04/2012 13:08:00,07/04/2012 13:11:00,48,48,,,wait
27,07/04/2012 13:11:00,07/04/2012 13:38:00,48,60,C,,trip
3,07/04/2012 13:38:00,07/04/2012 13:41:00,60,60,,,wait
26,07/04/2012 13:41:00,07/04/2012 14:07:00,60,9,C,,trip
4,07/04/2012 14:07:00,07/04/2012 14:11:00,9,9,,,wait
19,07/04/2012 14:11:00,07/04/2012 14:30:00,9,15,C,,trip
4,07/04/2012 14:30:00,07/04/2012 14:34:00,15,15,,,wait
24,07/04/2012 14:34:00,07/04/2012 14:58:00,15,15,C,,trip
104,07/04/2012 14:58:00,07/04/2012 16:42:00,15,15,,,wait
23,07/04/2012 16:42:00,07/04/2012 17:05:00,15,15,C,,trip
1206,07/04/2012 17:05:00,07/05/2012 13:11:00,15,15,,,wait
30,07/05/2012 13:11:00,07/05/2012 13:41:00,15,62,C,,trip
1138,07/05/2012 13:41:00,07/06/2012 08:39:00,62,57,,,wait
5,07/06/2012 08:39:00,07/06/2012 08:44:00,57,50,R,M,trip
182,07/06/2012 08:44:00,07/06/2012 11:46:00,50,50,,,wait
13,07/06/2012 11:46:00,07/06/2012 11:59:00,50,20,C,,trip
49,07/06/2012 11:59:00,07/06/2012 12:48:00,20,20,,,wait
