duration,start_date,strt_statn,end_statn,subsc_type,zip_code,age,gender,ID
11,7/26/2013 13:47:00,95,132,R,'02141,,F,1044878
45,7/26/2013 16:38:00,132,73,C,,,,1045400
29,7/26/2013 17:37:00,73,113,C,,,,1045779
7,7/27/2013 14:29:00,113,113,R,'02199,,F,1048145
21,7/27/2013 17:45:00,113,10,R,'02114,,M,1049337
41,7/27/2013 19:16:00,10,33,C,,,,1049836
14,7/27/2013 19:58:00,33,42,C,,,,1050049
28,7/27/2013 20:17:00,42,47,C,,,,1050116
18,7/27/2013 21:03:00,47,49,R,'02116,,F,1050283
6,7/28/2013 16:56:00,49,54,R,'02138,,M,1053378
17,7/28/2013 17:20:00,54,53,R,'02138,,M,1053482
30,7/28/2013 18:15:00,53,53,C,,,,1053787
11,7/29/2013 05:37:00,53,48,R,'02115,,M,1054679
3,7/29/2013 06:22:00,48,22,R,'02478,,M,1054736
4,7/29/2013 06:44:00,22,43,R,'01760,,F,1054773
10,7/29/2013 07:13:00,43,50,R,'02025,,M,1054856
23,7/29/2013 14:01:00,98,47,C,,,,1056651
3,7/29/2013 18:53:00,47,40,R,'03110,,M,1058335
4,7/30/2013 06:06:00,40,48,R,'02113,,F,1059166
4,7/30/2013 08:23:00,40,20,R,'02109,,M,1059863
8,7/30/2013 08:35:00,20,31,C,,,,1059966
5,7/30/2013 13:03:00,31,64,R,'01760,,M,1061186
9,7/30/2013 14:51:00,64,99,R,'02210,,M,1061602
15,7/30/2013 15:05:00,99,72,R,'02115,,M,1061661
13,7/30/2013 15:43:00,72,98,C,,,,1061834
13,7/30/2013 16:37:00,98,22,R,'02382,,M,1062133
59,7/30/2013 17:27:00,22,143,R,'02143,,M,1062679
46,7/30/2013 19:57:00,143,5,C,,,,1063902
11,7/31/2013 08:30:00,5,49,R,'02120,,M,1065427
8,7/31/2013 09:23:00,49,99,R,'02171,,M,1065830
11,7/31/2013 12:41:00,36,20,R,'02025,,M,1066535
25,7/31/2013 15:41:00,20,64,C,,,,1067250
11,7/31/2013 16:13:00,64,6,C,,,,1067411
23,7/31/2013 17:51:00,6,22,C,,,,1068343
26,7/31/2013 22:37:00,22,90,C,,,,1069875
17,7/31/2013 23:05:00,90,78,C,,,,1069936
6,8/1/2013 16:30:00,78,77,R,'02143,,M,1072744
8,8/2/2013 11:35:00,77,130,R,'02143,,M,1075882
9,8/2/2013 12:04:00,130,137,R,'02138,,F,1075985
12,8/2/2013 13:19:00,137,74,C,,,,1076308
7,8/2/2013 16:39:00,75,135,R,'02139,,F,1077383
7,8/3/2013 12:36:00,135,96,C,,,,1080648
20,8/3/2013 12:48:00,96,73,C,,,,1080719
8,8/3/2013 13:42:00,73,96,R,'02478,,M,1080998
19,8/3/2013 13:56:00,96,48,R,'02478,,M,1081076
18,8/3/2013 14:34:00,48,113,C,,,,1081272
62,8/3/2013 16:48:00,129,70,C,,,,1082199
19,8/3/2013 18:10:00,70,144,C,,,,1082772
4,8/3/2013 19:23:00,144,139,R,'02143,,M,1083153
7,8/3/2013 19:49:00,139,138,R,'02143,,M,1083273
12,8/3/2013 21:25:00,138,73,R,'02143,,M,1083674
11,8/4/2013 00:26:00,73,138,R,'02143,,M,1084104
17,8/5/2013 08:22:00,138,75,R,'01778,,M,1089320
13,8/5/2013 09:21:00,75,50,R,'02139,,F,1089786
10,8/5/2013 16:02:00,50,112,R,'02116,,M,1091337
22,8/5/2013 16:44:00,112,40,R,'02116,,M,1091586
9,8/5/2013 18:03:00,40,22,C,,,,1092484
11,8/5/2013 18:17:00,22,104,R,'02125,,F,1092608
17,8/5/2013 19:27:00,104,26,R,'02189,,M,1093096
20,8/5/2013 20:22:00,26,98,C,,,,1093368
13,8/6/2013 06:03:00,98,81,R,'02129,,M,1093945
3,8/6/2013 06:47:00,81,49,R,'02145,,F,1094028
10,8/6/2013 10:04:00,49,58,C,,,,1095252
15,8/6/2013 11:50:00,58,49,C,,,,1095582
18,8/6/2013 12:11:00,49,44,C,,,,1095681
9,8/6/2013 14:15:00,44,31,R,'02113,,M,1096157
16,8/6/2013 16:16:00,31,111,R,'01907,,F,1096650
22,8/6/2013 18:00:00,48,83,R,'02125,,F,1097667
14,8/9/2013 22:11:00,83,55,R,'02115,,M,1110934
4,8/9/2013 22:28:00,55,53,R,'02115,,M,1110962
5,8/9/2013 22:57:00,53,67,R,'02139,,M,1111011
10,8/9/2013 23:16:00,67,99,R,'02128,,M,1111044
24,8/10/2013 00:45:00,99,41,C,,,,1111131
13,8/10/2013 07:42:00,41,36,R,'02134,,M,1111335
9,8/10/2013 08:39:00,36,48,R,'02116,,F,1111401
14,8/10/2013 10:24:00,48,16,R,'02116,,F,1111666
4,8/10/2013 11:26:00,16,25,R,'02118,,M,1111934
4,8/10/2013 12:16:00,25,4,R,'02118,,M,1112173
5,8/10/2013 12:46:00,4,25,R,'02118,,M,1112335
13,8/10/2013 13:21:00,25,52,C,,,,1112536
11,8/10/2013 14:01:00,52,25,C,,,,1112827
15,8/11/2013 01:50:00,48,46,C,,,,1115861
5,8/11/2013 14:14:00,16,26,R,'02116,,M,1117662
32,8/11/2013 14:40:00,26,73,R,'02118,,F,1117856
18,8/11/2013 15:12:00,73,32,R,'02478,,M,1118071
27,8/11/2013 15:47:00,32,78,R,'02113,,F,1118313
20,8/11/2013 17:05:00,78,9,R,'02143,,F,1118770
7,8/11/2013 17:59:00,9,33,R,'02215,,M,1119072
20,8/11/2013 23:15:00,33,102,R,'02114,,M,1120141
13,8/12/2013 13:52:00,102,91,R,'02199,,M,1122354
5,8/12/2013 15:17:00,91,72,R,'02139,,M,1122700
19,8/12/2013 17:40:00,72,32,C,,,,1123793
5,8/12/2013 18:14:00,32,5,R,'02215,,M,1124163
12,8/12/2013 18:48:00,5,86,R,'02139,,M,1124433
16,8/12/2013 20:46:00,86,58,R,'02116,,M,1125076
19,8/12/2013 23:34:00,58,46,C,,,,1125369
6,8/13/2013 07:37:00,46,67,R,'02115,,M,1125789
14,8/14/2013 08:14:00,98,91,R,'02129,,F,1130900
24,8/15/2013 01:02:00,89,74,C,,,,1135663
30,8/15/2013 01:30:00,74,75,C,,,,1135678
20,8/15/2013 07:19:00,75,7,R,'02139,,M,1135940
7,8/15/2013 15:03:00,7,22,R,'02476,,F,1138130
13,8/15/2013 16:45:00,22,111,R,'01824,,M,1138693
7,8/15/2013 21:09:00,91,135,R,'02139,,F,1140627
8,8/16/2013 11:36:00,135,74,R,'02139,,M,1142678
16,8/19/2013 18:25:00,11,113,R,'02114,,M,1159198
20,8/19/2013 19:13:00,113,113,C,,,,1159562
15,8/19/2013 19:35:00,113,53,C,,,,1159696
14,8/20/2013 07:53:00,53,27,R,'02215,,F,1160824
15,8/20/2013 10:49:00,27,16,R,'02119,,M,1161840
16,8/20/2013 11:58:00,16,68,R,'02139,,M,1162073
18,8/20/2013 13:20:00,68,16,R,'02139,,M,1162389
6,8/20/2013 17:37:00,16,21,R,'02116,,M,1163799
3,8/20/2013 17:47:00,21,103,R,'02116,,M,1163916
29,8/20/2013 18:22:00,103,136,C,,,,1164255
9,8/20/2013 18:52:00,136,96,R,'02138,,M,1164519
18,8/20/2013 19:20:00,96,96,R,'02138,,M,1164694
13,8/20/2013 20:27:00,96,73,R,'02138,,M,1165048
15,8/20/2013 20:57:00,73,96,R,'02138,,M,1165143
7,8/20/2013 21:32:00,96,68,R,'02138,,M,1165252
13,8/21/2013 01:13:00,68,96,R,'02138,,M,1165555
11,8/21/2013 08:56:00,96,90,R,'02139,,F,1166613
8,8/21/2013 09:14:00,90,128,R,'02139,,F,1166723
22,8/22/2013 08:26:00,143,46,R,'02143,,M,1171404
14,8/22/2013 08:52:00,46,20,R,'02115,,M,1171641
12,8/22/2013 09:10:00,20,36,R,'02109,,M,1171770
6,8/22/2013 10:08:00,36,39,R,'02116,,F,1172018
26,8/22/2013 17:28:00,62,112,R,'02128,,M,1173996
17,8/22/2013 17:59:00,112,95,R,'02143,,M,1174285
6,8/22/2013 18:29:00,95,75,R,'02143,,F,1174547
3,8/22/2013 18:38:00,75,76,R,'02139,,M,1174615
14,8/22/2013 20:03:00,76,137,R,'02140,,M,1175107
4,8/22/2013 23:35:00,137,138,R,'02143,,M,1175638
8,8/23/2013 18:38:00,80,95,R,'02139,,M,1179709
5,8/24/2013 10:04:00,95,78,R,'02139,,M,1181282
17,8/24/2013 13:00:00,76,110,C,,,,1182113
16,8/24/2013 15:15:00,110,68,R,'02139,,M,1182945
24,8/24/2013 15:56:00,68,113,R,'02139,,F,1183238
14,8/29/2013 20:25:00,129,8,R,'02127,,M,1208519
12,8/30/2013 12:01:00,8,33,C,,,,1210667
17,8/30/2013 13:34:00,33,114,R,'01930,,M,1211115
11,8/30/2013 16:24:00,64,111,R,'02451,,M,1212160
22,8/31/2013 11:45:00,54,10,R,'02215,,M,1214848
5,8/31/2013 12:08:00,10,9,R,'02215,,M,1214932
9,8/31/2013 13:52:00,9,10,C,,,,1215325
22,8/31/2013 14:31:00,10,131,C,,,,1215493
11,8/31/2013 19:14:00,131,74,R,'02139,,F,1216818
9,8/31/2013 20:02:00,74,137,R,'02140,,M,1216968
4,9/1/2013 06:36:00,137,133,R,'02134,,M,1217790
2,9/1/2013 06:43:00,133,89,R,'02134,,M,1217793
2,9/1/2013 06:56:00,130,96,R,'02134,,M,1217797
3,9/1/2013 07:00:00,96,74,R,'02134,,M,1217798
2,9/1/2013 07:11:00,70,129,R,'02134,,M,1217803
3,9/1/2013 07:15:00,129,87,R,'02134,,M,1217804
4,9/1/2013 07:21:00,87,17,R,'02134,,M,1217805
2,9/1/2013 07:27:00,17,29,R,'02134,,M,1217806
2,9/1/2013 07:31:00,29,18,R,'02134,,M,1217808
4,9/1/2013 07:36:00,18,15,R,'02134,,M,1217813
6,9/1/2013 07:41:00,15,110,R,'02134,,M,1217816
5,9/1/2013 07:49:00,110,8,R,'02134,,M,1217820
10,9/1/2013 07:56:00,8,126,R,'02134,,M,1217825
7,9/1/2013 08:08:00,126,127,R,'02134,,M,1217838
3,9/1/2013 08:19:00,127,66,R,'02134,,M,1217849
11,9/1/2013 08:25:00,66,9,R,'02134,,M,1217858
4,9/1/2013 09:24:00,9,131,R,'02134,,M,1217910
6,9/1/2013 09:30:00,131,75,R,'02134,,M,1217914
2,9/1/2013 09:41:00,68,76,R,'02134,,M,1217915
5,9/1/2013 09:45:00,76,67,R,'02134,,M,1217917
4,9/1/2013 10:03:00,67,72,R,'02134,,M,1217926
7,9/1/2013 10:12:00,128,80,R,'02134,,M,1217935
3,9/1/2013 10:21:00,80,91,R,'02134,,M,1217949
3,9/1/2013 10:25:00,91,136,R,'02134,,M,1217953
4,9/1/2013 10:29:00,136,84,R,'02134,,M,1217955
17,9/1/2013 10:35:00,84,76,R,'02141,,M,1217961
18,9/1/2013 13:48:00,76,66,R,'02139,,M,1218219
11,9/1/2013 14:26:00,66,9,R,'02139,,M,1218312
15,9/1/2013 15:48:00,9,54,R,'02114,,M,1218591
7,9/1/2013 17:08:00,54,50,R,'02114,,M,1218927
31,9/2/2013 15:43:00,40,33,R,'02135,,M,1221879
7,9/2/2013 16:24:00,33,67,R,'02139,,M,1222050
18,9/2/2013 17:27:00,67,111,R,'02113,,F,1222347
5,9/3/2013 08:14:00,111,40,R,'01984,,M,1224022
29,9/3/2013 11:25:00,40,10,R,'02127,,F,1224993
19,9/3/2013 16:22:00,10,114,R,'01930,,M,1226123
13,9/3/2013 17:57:00,48,36,R,'02199,,M,1227050
13,9/3/2013 18:16:00,36,76,R,'02139,,M,1227209
10,9/3/2013 19:13:00,76,78,R,'02141,,F,1227623
26,9/4/2013 09:13:00,78,136,C,,,,1229504
17,9/4/2013 17:29:00,136,94,C,,,,1231820
7,9/5/2013 07:37:00,94,114,R,'02129,,M,1233982
19,9/5/2013 14:39:00,3,19,C,,,,1235450
9,9/5/2013 15:04:00,19,3,C,,,,1235541
9,9/5/2013 15:41:00,3,51,R,'02136,,F,1235707
55,9/6/2013 13:53:00,126,48,R,'02128,,M,1240356
11,9/6/2013 15:14:00,48,26,R,'02118,,M,1240737
19,9/6/2013 17:25:00,26,83,R,'02125,,F,1241735
17,9/6/2013 19:15:00,83,25,C,,,,1242543
4,9/6/2013 22:04:00,25,16,R,'02118,,M,1243070
21,9/6/2013 23:16:00,16,75,R,'02119,,M,1243190
20,9/7/2013 00:09:00,75,20,R,'02128,,F,1243273
12,9/7/2013 01:20:00,20,81,C,,,,1243366
24,9/7/2013 10:04:00,81,33,C,,,,1243801
7,9/7/2013 10:48:00,33,67,R,'02215,,M,1243946
7,9/7/2013 13:11:00,67,33,R,'02215,,M,1244684
21,9/7/2013 13:41:00,33,113,C,,,,1244871
12,9/7/2013 14:20:00,113,88,R,'02139,,F,1245121
23,9/7/2013 16:12:00,88,112,R,'02139,,F,1245917
11,9/7/2013 17:23:00,112,102,R,'02110,,M,1246410
17,9/7/2013 18:05:00,102,75,R,'02118,,M,1246675
8,9/7/2013 22:04:00,75,53,C,,,,1247548
5,9/8/2013 01:53:00,53,67,R,'02215,,M,1247958
8,9/8/2013 05:17:00,67,33,C,,,,1248073
11,9/8/2013 06:01:00,33,41,R,'02121,,M,1248079
7,9/8/2013 14:25:00,41,10,R,'02134,,M,1249644
3,9/8/2013 15:31:00,10,9,R,'02215,,F,1250015
22,9/8/2013 19:09:00,9,70,R,'02446,,M,1251084
7,9/9/2013 17:30:00,17,15,R,'02135,,M,1255000
17,9/11/2013 17:57:00,15,19,R,'02134,,F,1264826
8,9/11/2013 19:46:00,19,86,R,'02115,,M,1265603
3,9/13/2013 13:21:00,3,14,R,'02215,,M,1272661
17,9/13/2013 14:54:00,14,80,R,'02056,,F,1273106
14,9/13/2013 15:30:00,80,98,R,'02129,,M,1273300
11,9/13/2013 16:35:00,98,22,R,'02190,,M,1273648
9,9/14/2013 10:40:00,22,31,R,'02108,,F,1276051
84,9/14/2013 10:54:00,31,31,C,,,,1276098
11,9/14/2013 12:49:00,31,47,R,'02170,,M,1276731
13,9/14/2013 13:09:00,47,59,C,,,,1276839
6,9/15/2013 10:22:00,59,16,R,'02111,,M,1280509
7,9/15/2013 11:00:00,16,26,C,,,,1280664
32,9/15/2013 11:24:00,26,67,R,'02139,,F,1280779
9,9/15/2013 12:02:00,67,33,R,'02139,,M,1280985
15,9/15/2013 12:17:00,33,4,R,'02118,,F,1281051
20,9/15/2013 14:45:00,4,46,C,,,,1282049
10,9/15/2013 15:46:00,46,14,R,'02115,,F,1282484
14,9/15/2013 16:02:00,14,16,R,'02116,,M,1282586
23,9/15/2013 16:46:00,16,29,R,'02163,,F,1282858
4,9/15/2013 22:09:00,29,15,R,'02139,,M,1284145
18,9/17/2013 07:53:00,114,46,R,'01810,,M,1289375
10,9/17/2013 09:50:00,46,54,R,'02115,,M,1290274
28,9/17/2013 10:42:00,54,22,C,,,,1290469
3,9/17/2013 11:54:00,22,64,R,'02125,,M,1290750
13,9/17/2013 15:42:00,64,39,R,'02118,,M,1291699
5,9/18/2013 08:10:00,22,31,R,'02048,,M,1294855
6,9/18/2013 08:38:00,31,48,R,'02110,,M,1295150
14,9/18/2013 17:13:00,14,39,R,'02118,,M,1297472
3,9/18/2013 17:35:00,39,25,R,'02118,,M,1297738
11,9/19/2013 11:49:00,25,33,R,'02118,,M,1301246
10,9/23/2013 17:24:00,59,114,C,,,,1321642
5,9/23/2013 17:47:00,114,112,R,'02114,,M,1321900
8,9/23/2013 17:54:00,112,114,R,'01890,,M,1321975
34,9/23/2013 18:37:00,64,141,R,'02135,,M,1322367
3,9/24/2013 09:21:00,141,139,R,'02144,,M,1324428
63,9/24/2013 15:29:00,139,73,R,'02144,,M,1325733
20,9/24/2013 17:43:00,73,137,R,'02138,,M,1326743
6,9/24/2013 23:57:00,137,79,C,,,,1328172
16,9/25/2013 08:08:00,79,112,R,'02144,,M,1328763
9,9/25/2013 16:32:00,113,103,R,'02138,,F,1331088
11,9/25/2013 17:20:00,103,68,R,'01915,,F,1331524
15,9/25/2013 17:58:00,68,75,R,'02139,,M,1331923
9,9/25/2013 18:31:00,75,29,R,'02139,,M,1332176
11,9/25/2013 18:54:00,29,68,R,'02139,,M,1332337
15,9/25/2013 19:26:00,68,5,R,'02139,,M,1332508
14,9/25/2013 19:52:00,5,128,R,'02142,,M,1332629
8,9/25/2013 20:19:00,128,128,R,'02446,,M,1332737
10,9/25/2013 20:42:00,128,131,R,'02139,,M,1332801
25,9/26/2013 13:41:00,131,3,C,,,,1335410
21,9/26/2013 14:23:00,3,81,R,'02111,,M,1335587
7,9/26/2013 19:11:00,81,39,R,'02118,,M,1337592
12,9/27/2013 06:54:00,39,54,R,'02118,,M,1338568
8,9/27/2013 07:59:00,54,4,R,'02155,,F,1338862
5,9/27/2013 08:17:00,4,59,R,'02118,,M,1339020
7,9/30/2013 14:25:00,59,40,R,'02111,,M,1353897
26,9/30/2013 15:20:00,40,133,R,'02113,,M,1354094
26,9/30/2013 20:42:00,133,78,R,'02138,,M,1356131
25,10/1/2013 09:48:00,78,75,R,'02143,,F,1357895
11,10/1/2013 11:26:00,75,96,R,'02140,,M,1358182
22,10/1/2013 11:40:00,96,88,R,'02140,,M,1358226
11,10/1/2013 12:49:00,88,137,R,'02140,,M,1358519
6,10/1/2013 19:22:00,67,68,R,'02139,,M,1361016
12,10/1/2013 20:24:00,68,71,R,'02446,,F,1361320
11,10/2/2013 06:33:00,71,73,R,'02143,,F,1361939
16,10/2/2013 07:12:00,73,139,R,'02144,,M,1362055
5,10/2/2013 13:11:00,143,139,R,'02144,,M,1363975
5,10/2/2013 23:48:00,139,138,R,'02143,,M,1367184
7,10/3/2013 07:11:00,138,132,R,'02138,,F,1367469
9,10/3/2013 17:44:00,11,10,R,'02141,,M,1371193
6,10/3/2013 18:03:00,10,32,R,'02215,,M,1371376
28,10/3/2013 20:11:00,32,139,R,'02139,,M,1372174
11,10/3/2013 21:53:00,139,135,R,'02139,,M,1372505
11,10/7/2013 16:32:00,80,46,R,'02115,,M,1386248
9,10/7/2013 17:08:00,46,68,R,'02143,,M,1386562
27,10/7/2013 17:24:00,68,126,R,'02135,,M,1386764
8,10/7/2013 22:27:00,126,127,R,'02134,,F,1388146
19,10/8/2013 08:14:00,127,36,R,'02446,,M,1388894
7,10/8/2013 08:59:00,36,33,R,'02215,,M,1389338
5,10/8/2013 10:43:00,33,67,R,'02215,,M,1389841
2,10/8/2013 11:35:00,67,53,R,,,M,1390018
9,10/8/2013 11:50:00,53,42,C,'02493,,,1390077
11,10/8/2013 19:21:00,42,111,R,'01773,,M,1392718
16,10/9/2013 08:10:00,57,24,R,'02118,,M,1393985
29,10/9/2013 15:24:00,24,40,R,'02113,,F,1396008
5,10/9/2013 17:09:00,48,40,R,'02113,,M,1396637
16,10/10/2013 08:01:00,40,84,R,'04107,,M,1398877
4,10/10/2013 13:30:00,135,76,R,'02139,,F,1400498
7,10/10/2013 19:09:00,67,46,R,'01965,,F,1402568
79,10/11/2013 07:08:00,46,7,R,'01604,,M,1403624
12,10/11/2013 10:10:00,53,74,C,,,,1404711
9,10/11/2013 10:26:00,74,135,R,'02138,,M,1404763
3,10/11/2013 12:12:00,135,96,R,'02139,,F,1405167
4,10/11/2013 13:59:00,96,76,R,'02139,,M,1405629
17,10/11/2013 14:38:00,76,32,R,'02143,,F,1405802
15,10/11/2013 16:57:00,32,75,R,'01451,,F,1406696
15,10/11/2013 17:31:00,75,131,C,,,,1407022
55,10/12/2013 14:14:00,131,31,C,,,,1409921
25,10/12/2013 17:08:00,33,114,C,,,,1410599
4,10/12/2013 21:09:00,114,98,R,'01867,,M,1411141
19,10/12/2013 23:36:00,98,103,R,'02129,,M,1411319
66,10/13/2013 00:59:00,103,42,C,,,,1411471
20,10/13/2013 02:07:00,42,68,C,,,,1411573
24,10/13/2013 12:05:00,68,102,R,'02143,,F,1412334
20,10/13/2013 13:41:00,102,74,R,'02118,,M,1412886
21,10/13/2013 14:12:00,74,145,R,'02138,,M,1413045
14,10/13/2013 15:03:00,145,133,C,,,,1413335
25,10/13/2013 15:19:00,133,130,C,,,,1413420
24,10/13/2013 17:17:00,130,9,C,,,,1414147
19,10/13/2013 19:03:00,9,42,C,,,,1414655
52,10/13/2013 19:26:00,42,42,C,,,,1414743
12,10/14/2013 13:20:00,25,36,R,'02134,,M,1416951
12,10/14/2013 13:54:00,36,33,C,,,,1417144
57,10/14/2013 14:59:00,33,33,C,,,,1417458
12,10/14/2013 16:08:00,33,66,R,'02134,,M,1417841
7,10/14/2013 16:49:00,66,41,R,'02134,,M,1418064
5,10/14/2013 17:07:00,41,66,R,'02134,,M,1418176
19,10/15/2013 00:19:00,66,73,C,,,,1419464
5,10/15/2013 08:04:00,73,87,R,'02139,,M,1420038
5,10/15/2013 08:11:00,87,68,R,'02138,,M,1420103
10,10/15/2013 08:39:00,68,46,R,'01776,,M,1420376
28,10/15/2013 09:45:00,46,48,R,'02118,,M,1420800
4,10/15/2013 10:18:00,48,20,R,,,M,1420928
3,10/15/2013 12:41:00,20,40,R,'02109,,M,1421406
10,10/15/2013 13:57:00,40,6,R,'02053,,M,1421705
13,10/15/2013 14:56:00,6,115,C,,,,1421904
7,10/15/2013 15:57:00,115,114,R,'02155,,F,1422189
9,10/16/2013 06:53:00,114,64,R,'01940,,M,1424567
10,10/16/2013 07:33:00,114,26,R,'01845,,M,1424715
8,10/16/2013 07:43:00,26,22,R,'02118,,F,1424795
3,10/16/2013 08:13:00,22,43,R,'02125,,M,1425023
7,10/16/2013 08:23:00,43,98,C,'02139,,,1425134
8,10/16/2013 09:04:00,98,44,R,'02129,,M,1425505
6,10/16/2013 09:12:00,44,64,R,'02155,,M,1425569
80,10/16/2013 11:57:00,44,99,R,'02127,,F,1426145
6,10/16/2013 14:38:00,99,47,R,'02108,,M,1426782
11,10/16/2013 15:00:00,47,94,R,'02108,,M,1426859
8,10/16/2013 17:11:00,84,128,C,,,,1427557
15,10/16/2013 17:24:00,128,114,R,'01890,,M,1427702
5,10/16/2013 18:09:00,48,40,R,'02113,,M,1428143
11,10/17/2013 08:03:00,40,31,R,'02113,,F,1429832
21,10/17/2013 17:03:00,31,75,R,'02139,,M,1432405
12,10/17/2013 17:26:00,75,16,R,'02806,,M,1432688
12,10/17/2013 18:10:00,16,43,R,'02025,,M,1433123
11,10/17/2013 18:38:00,43,106,R,'02043,,M,1433354
5,10/18/2013 06:56:00,106,63,R,'02050,,M,1434524
27,10/18/2013 07:33:00,63,14,R,'02127,,F,1434662
8,10/18/2013 13:10:00,14,55,R,'02129,,M,1436530
6,10/18/2013 13:56:00,55,32,C,,,,1436772
11,10/18/2013 16:56:00,32,80,R,'02139,,M,1437874
13,10/18/2013 17:08:00,80,131,C,'01960,,,1437981
6,10/18/2013 22:32:00,10,41,R,'02134,,M,1439591
14,10/19/2013 07:35:00,41,36,R,'02134,,M,1440034
22,10/19/2013 11:56:00,36,9,C,,,,1441003
159,10/19/2013 12:22:00,9,69,C,'02113,,,1441199
4,10/19/2013 16:14:00,69,126,R,,,M,1443001
10,10/19/2013 18:31:00,126,33,R,'02445,,M,1443886
22,10/19/2013 21:32:00,33,118,R,'02129,,M,1444559
6,10/20/2013 09:42:00,118,114,R,'02129,,M,1445623
531,10/20/2013 12:46:00,114,44,C,'02130,,,1446467
7,10/21/2013 02:10:00,44,98,C,,,,1449111
8,10/21/2013 08:20:00,98,43,R,'02144,,M,1449736
12,10/21/2013 08:45:00,43,72,R,'02129,,F,1449959
13,10/21/2013 14:14:00,72,96,C,,,,1451326
19,10/21/2013 14:32:00,96,73,C,,,,1451390
16,10/21/2013 15:52:00,73,116,R,'02119,,M,1451709
7,10/21/2013 16:42:00,116,103,R,'02108,,M,1451985
12,10/21/2013 17:26:00,103,75,R,'02139,,M,1452461
10,10/21/2013 18:02:00,75,36,R,'02026,,M,1452827
5,10/21/2013 18:49:00,36,46,R,'02115,,M,1453170
18,10/21/2013 21:38:00,46,66,C,,,,1453728
19,10/21/2013 23:44:00,66,46,C,,,,1453892
5,10/22/2013 09:26:00,46,45,R,'02115,,M,1455165
5,10/22/2013 12:54:00,45,103,R,'02215,,M,1455961
3,10/22/2013 14:50:00,103,36,R,'02140,,M,1456401
11,10/22/2013 14:58:00,36,59,R,'02144,,M,1456435
11,10/22/2013 16:13:00,59,6,R,'02114,,M,1456751
15,10/22/2013 16:58:00,6,33,R,'10036,,M,1457072
7,10/22/2013 17:55:00,33,9,R,'02446,,M,1457709
14,10/22/2013 19:26:00,9,129,R,'02140,,F,1458230
5,10/22/2013 19:42:00,129,73,R,'02140,,F,1458313
10,10/22/2013 19:51:00,73,137,R,'02140,,F,1458347
7,10/22/2013 20:56:00,137,132,R,'02452,,M,1458553
10,10/22/2013 21:55:00,132,90,R,'02141,,M,1458686
9,10/23/2013 08:58:00,90,136,R,'01746,,M,1459968
3,10/23/2013 09:52:00,136,80,R,'02142,,M,1460227
15,10/23/2013 11:31:00,80,25,C,'02139,,,1460535
13,10/23/2013 14:36:00,25,25,R,'02118,,M,1461173
14,10/23/2013 16:55:00,25,32,R,'02118,,M,1461715
14,10/23/2013 19:28:00,32,25,R,'02118,,M,1462935
2,10/24/2013 19:30:00,14,3,R,'02113,,M,1467667
15,10/24/2013 20:41:00,3,66,R,,,M,1467918
13,10/25/2013 07:49:00,66,11,R,'02116,,M,1468719
13,10/25/2013 20:09:00,103,27,R,'02116,,M,1472237
7,10/26/2013 16:52:00,27,86,R,'02143,,M,1474677
10,10/26/2013 22:59:00,86,5,R,'02143,,M,1475583
19,10/26/2013 23:36:00,5,8,R,'02143,,M,1475618
13,10/27/2013 00:52:00,8,5,R,'02143,,M,1475743
30,10/27/2013 02:28:00,5,132,R,'02138,,F,1475879
37,10/27/2013 10:59:00,132,95,R,'02139,,M,1476294
11,10/27/2013 13:56:00,95,90,C,,,,1477021
12,10/27/2013 14:10:00,90,6,C,,,,1477076
17,10/27/2013 14:38:00,6,103,C,,,,1477195
16,10/28/2013 09:32:00,98,103,R,'02129,,M,1479553
9,10/28/2013 17:42:00,103,44,R,'02113,,M,1481570
5,10/29/2013 08:32:00,44,64,R,'02215,,M,1483255
5,10/29/2013 15:44:00,112,64,R,'02130,,M,1484803
10,10/29/2013 16:20:00,64,114,R,'02451,,M,1484956
8,10/30/2013 06:31:00,114,64,R,'01982,,M,1486709
10,10/30/2013 14:02:00,53,76,R,'02115,,M,1487950
11,10/30/2013 15:01:00,76,53,R,'02115,,M,1488070
10,10/30/2013 15:54:00,53,80,R,'02215,,M,1488244
5,10/30/2013 17:03:00,80,53,R,'02445,,M,1488640
5,10/30/2013 19:50:00,72,91,C,,,,1489861
3,10/30/2013 21:01:00,91,136,R,'02139,,M,1490074
9,10/30/2013 22:39:00,136,129,R,'02138,,M,1490268
19,10/31/2013 09:38:00,129,10,R,'02139,,F,1491793
12,10/31/2013 10:13:00,10,80,R,'02446,,F,1491938
17,11/1/2013 06:43:00,134,96,R,'02140,,M,1494621
5,11/1/2013 09:10:00,96,76,R,'02139,,M,1495340
5,11/1/2013 09:52:00,76,80,C,,,,1495496
96,11/1/2013 11:16:00,58,58,C,,,,1495706
4,11/1/2013 12:59:00,58,81,R,'02116,,M,1495931
6,11/1/2013 14:06:00,81,64,R,'02420,,M,1496101
5,11/1/2013 15:10:00,64,81,R,'02118,,M,1496281
6,11/1/2013 16:01:00,81,64,R,'02118,,M,1496470
3,11/1/2013 16:36:00,64,22,R,'02118,,M,1496687
27,11/1/2013 16:51:00,22,42,R,'02118,,M,1496791
14,11/1/2013 17:23:00,42,72,C,,,,1497071
5,11/1/2013 17:51:00,72,90,R,'02141,,M,1497314
22,11/1/2013 18:04:00,90,4,R,'02116,,M,1497417
4,11/1/2013 19:15:00,4,25,R,'02215,,M,1497802
