duration,start_date,strt_statn,end_statn,subsc_type,zip_code,age,gender,ID
12,9/30/2012 13:55:00,51,14,R,'02118,28,M,545010
2,9/30/2012 18:11:00,14,30,R,'02461,50,M,545411
13,10/1/2012 17:00:00,17,87,R,'02134,,M,547581
14,10/1/2012 18:08:00,87,75,R,'02134,,M,548046
15,10/2/2012 14:11:00,90,48,R,'02478,,M,550136
8,10/2/2012 17:04:00,48,63,R,'02043,,M,550401
11,10/3/2012 07:53:00,63,49,R,'02171,,M,551396
15,10/3/2012 10:03:00,49,83,R,'02171,,M,551962
14,10/5/2012 15:30:00,83,4,R,'02118,,M,557983
21,10/5/2012 17:38:00,50,94,C,,,,558760
13,10/6/2012 09:43:00,94,91,C,,,,560083
7,10/6/2012 11:16:00,91,90,R,'02140,,M,560292
4,10/7/2012 00:28:00,90,95,R,'02139,,F,562515
10,10/7/2012 10:50:00,95,80,R,'02139,,F,562921
42,10/7/2012 11:26:00,80,99,C,,,,563017
17,10/7/2012 14:46:00,99,57,R,'02118,,M,563721
4,10/7/2012 15:20:00,57,16,R,'02118,,M,563837
9,10/7/2012 16:18:00,16,51,R,'02118,,M,563970
7,10/8/2012 09:48:00,51,27,R,'02118,,M,564853
4,10/8/2012 14:42:00,27,12,R,'02120,,M,565628
25,10/8/2012 14:58:00,12,89,C,,,,565685
8,10/8/2012 16:48:00,89,74,C,,,,566008
10,10/8/2012 18:20:00,74,17,C,,,,566388
5,10/10/2012 15:22:00,17,74,C,,,,570320
11,10/10/2012 18:44:00,74,71,R,'02210,,M,570739
25,10/12/2012 15:39:00,71,12,C,,,,575268
11,10/12/2012 17:00:00,12,53,R,'02120,,M,575571
7,10/12/2012 17:25:00,53,12,R,'02120,,M,575735
7,10/13/2012 08:08:00,113,112,R,'02114,,M,576543
22,10/13/2012 20:39:00,49,76,C,,,,578200
20,10/14/2012 13:30:00,93,4,C,,,,578724
3,10/14/2012 15:25:00,4,26,R,'02118,,M,578893
20,10/15/2012 08:23:00,26,62,R,'02118,,F,580234
17,10/15/2012 10:28:00,62,52,C,,,,580670
23,10/15/2012 17:46:00,126,95,C,,,,581987
4,10/16/2012 09:44:00,95,80,R,'02139,,F,583460
11,10/16/2012 12:46:00,80,17,R,'02139,,F,583821
10,10/16/2012 15:19:00,17,68,R,'02139,,F,584140
9,10/16/2012 19:57:00,68,89,R,'02139,,F,585284
10,10/16/2012 23:12:00,89,68,R,'02139,,F,585495
12,10/16/2012 23:25:00,68,12,R,'02116,,M,585505
13,10/17/2012 09:08:00,12,91,R,'02120,,M,586115
13,10/17/2012 16:52:00,91,111,R,'01880,,M,587187
6,10/17/2012 17:08:00,111,112,R,'02114,,M,587283
21,10/20/2012 09:46:00,26,14,R,'02118,,M,593848
22,10/20/2012 12:25:00,14,55,R,'02115,,M,594298
13,10/20/2012 13:37:00,55,14,R,'02115,,M,594640
14,10/20/2012 15:57:00,14,46,R,'02115,,M,595482
7,10/20/2012 16:22:00,46,33,R,'02215,,M,595701
7,10/20/2012 17:39:00,33,9,R,'02215,,F,596158
19,10/20/2012 18:21:00,9,111,R,'02116,,M,596370
8,10/22/2012 07:55:00,111,22,R,'01843,,F,600004
12,10/22/2012 08:13:00,22,21,R,'02066,,M,600090
25,10/23/2012 15:04:00,129,52,C,,,,604301
16,10/23/2012 17:08:00,52,36,C,,,,604712
26,10/23/2012 17:58:00,36,19,C,,,,605113
116,10/23/2012 21:37:00,19,19,C,,,,605696
3,10/24/2012 19:17:00,45,19,R,'02215,,M,608267
7,10/25/2012 15:53:00,19,55,R,'02215,,M,610331
19,10/25/2012 16:08:00,55,36,C,,,,610370
20,10/25/2012 18:26:00,36,40,R,'02113,,M,611063
5,10/26/2012 07:51:00,40,48,R,'02109,,M,612010
25,10/26/2012 08:32:00,48,11,R,'02128,,M,612235
12,10/26/2012 16:35:00,11,8,R,'02134,,M,613857
25,10/27/2012 16:09:00,8,8,C,,,,616863
19,10/27/2012 17:55:00,8,45,R,'02215,,M,617269
2,10/27/2012 18:21:00,45,32,R,'02215,,M,617334
11,10/27/2012 19:18:00,32,9,R,'02215,,M,617448
14,10/27/2012 21:26:00,9,88,R,'02139,,M,617619
22,10/27/2012 23:09:00,88,141,C,,,,617727
22,11/10/2012 11:38:00,18,36,R,'02134,,M,640957
31,11/10/2012 12:08:00,36,74,C,,,,641045
15,11/10/2012 13:31:00,74,131,C,,,,641315
10,11/11/2012 12:43:00,131,76,R,'02139,,M,643558
6,11/11/2012 13:21:00,76,74,R,'02138,,M,643695
26,11/12/2012 08:36:00,8,48,R,'02134,,M,645382
9,11/12/2012 15:16:00,95,84,R,'02139,,M,646457
6,11/14/2012 07:09:00,58,103,R,'02116,,M,648894
12,11/14/2012 16:41:00,103,111,R,'01930,,M,650142
5,11/14/2012 17:47:00,111,40,R,'02150,,F,650412
9,11/14/2012 18:27:00,40,58,R,'02109,,M,650540
16,11/14/2012 19:10:00,58,41,C,,,,650645
12,11/15/2012 07:14:00,41,41,R,'02215,,F,651016
12,11/15/2012 16:43:00,41,75,R,'02134,,M,652131
16,11/15/2012 18:26:00,75,111,R,'02113,,M,652479
6,11/16/2012 08:15:00,111,43,R,'01984,,M,653178
13,11/16/2012 08:25:00,43,36,R,'02025,,M,653222
10,11/16/2012 09:23:00,36,99,R,'02109,,M,653434
5,11/16/2012 10:09:00,99,43,R,'01773,,M,653527
6,11/16/2012 10:35:00,81,47,R,'02118,,M,653566
7,11/16/2012 13:38:00,47,64,R,'02113,,F,653900
9,11/16/2012 16:14:00,64,111,R,'01890,,F,654216
12,11/16/2012 18:08:00,64,4,R,'02210,,M,654619
5,11/16/2012 22:54:00,4,22,R,'02116,,M,655017
6,11/17/2012 14:46:00,43,24,C,,,,655965
29,11/17/2012 15:30:00,24,63,C,,,,656098
10,11/18/2012 13:15:00,63,16,R,'02127,,M,657426
17,11/18/2012 13:33:00,16,27,R,'02127,,M,657477
17,11/18/2012 13:52:00,27,30,R,'02127,,M,657527
48,11/18/2012 14:13:00,30,30,R,'02127,,M,657575
20,11/18/2012 15:03:00,30,115,R,'02127,,M,657716
7,4/16/2013 21:11:00,11,86,R,'02445,,M,696473
8,4/17/2013 16:32:00,12,26,R,'02118,,M,698235
16,4/17/2013 17:09:00,26,67,R,'02118,,M,698435
9,4/17/2013 17:39:00,67,52,R,'02139,,M,698637
41,4/17/2013 17:53:00,52,42,R,'02139,,M,698719
16,4/17/2013 18:37:00,42,67,R,'02139,,M,698920
6,4/17/2013 19:09:00,67,33,R,'02215,,M,699071
8,4/17/2013 21:29:00,33,21,R,'02115,,M,699398
29,4/18/2013 14:07:00,21,16,C,,,,700906
4,4/18/2013 17:18:00,16,25,R,'02118,,M,701475
9,4/18/2013 18:17:00,25,27,C,,,,701768
8,4/19/2013 21:54:00,27,46,R,'02119,,M,702681
25,4/20/2013 09:20:00,46,114,C,,,,702917
21,4/21/2013 18:50:00,99,74,R,'02139,,M,707109
5,4/23/2013 23:13:00,79,96,R,'02138,,M,711044
21,4/24/2013 07:23:00,96,22,R,'02144,,M,711188
17,4/25/2013 07:28:00,94,64,R,'02129,,M,714097
7,4/25/2013 08:45:00,114,43,R,'01890,,M,714416
5,4/25/2013 09:25:00,43,47,C,,,,714578
7,4/25/2013 13:00:00,47,22,R,'02113,,M,714987
9,4/25/2013 14:08:00,22,47,R,'02113,,M,715140
20,4/25/2013 14:30:00,47,47,R,'02114,,M,715194
13,4/25/2013 15:36:00,47,113,C,,,,715341
16,4/26/2013 09:14:00,58,67,R,'01720,,M,717623
6,4/26/2013 12:50:00,67,55,R,'02115,,M,718198
14,4/26/2013 17:59:00,55,34,C,,,,719421
25,4/27/2013 14:09:00,29,58,C,,,,721357
37,4/27/2013 14:38:00,58,44,C,,,,721455
41,4/27/2013 15:56:00,44,42,C,,,,721933
12,4/27/2013 16:39:00,42,65,C,,,,722202
10,4/27/2013 16:58:00,65,44,C,,,,722301
9,4/27/2013 17:17:00,44,113,R,'02114,,M,722387
31,4/27/2013 18:12:00,113,62,R,'02445,,M,722659
42,4/27/2013 18:58:00,62,30,C,,,,722865
70,4/28/2013 14:17:00,76,74,C,,,,724757
27,4/28/2013 17:20:00,74,16,C,,,,725734
4,4/28/2013 19:42:00,16,25,R,'02118,,M,726308
12,4/29/2013 06:23:00,25,14,R,'02118,,F,726638
4,4/29/2013 10:41:00,14,32,R,'02215,,M,727501
6,4/29/2013 11:45:00,32,3,R,'02215,,M,727608
20,4/29/2013 17:37:00,3,22,R,'02360,,F,728855
9,4/30/2013 07:35:00,22,113,R,'02111,,M,729949
5,4/30/2013 08:11:00,113,58,R,'02111,,M,730143
7,4/30/2013 08:18:00,58,72,R,'02116,,F,730187
10,4/30/2013 11:36:00,72,78,C,,,,730809
13,5/1/2013 07:56:00,78,128,R,'02143,,F,733337
27,5/1/2013 17:47:00,99,113,C,,,,735141
14,5/1/2013 19:22:00,113,45,R,'02215,,M,735650
13,5/2/2013 06:27:00,45,26,R,'02215,,M,736241
6,5/2/2013 07:18:00,26,21,R,'02118,,M,736331
6,5/2/2013 07:48:00,21,33,R,'02762,,M,736444
21,5/2/2013 08:16:00,33,112,R,'02215,,M,736599
2,5/2/2013 15:00:00,112,48,R,'02205,,F,737820
12,5/2/2013 15:24:00,48,26,R,'02118,,M,737898
9,5/2/2013 22:07:00,57,27,R,'02120,,M,739312
5,5/3/2013 09:31:00,27,14,R,'02148,,M,740181
20,5/3/2013 15:52:00,14,114,R,'01460,,M,741208
17,5/3/2013 17:04:00,64,114,R,'01944,,M,741564
4,5/3/2013 19:32:00,48,40,R,'02109,,M,742304
5,5/4/2013 14:29:00,40,48,R,'02109,,M,744205
8,5/4/2013 15:51:00,48,54,C,,,,744615
3,5/4/2013 16:27:00,54,112,R,'02215,,M,744799
6,5/4/2013 17:29:00,112,114,R,'01951,,M,745109
18,5/4/2013 17:45:00,114,91,R,'02113,,F,745177
20,5/5/2013 08:39:00,91,70,C,,,,745991
16,5/5/2013 11:27:00,131,74,R,'02139,,F,746388
8,5/5/2013 13:41:00,74,79,C,,,,746993
11,5/5/2013 14:09:00,79,139,C,,,,747110
18,5/6/2013 13:26:00,139,91,R,'02144,,M,749954
16,5/6/2013 17:17:00,91,10,R,'02139,,M,750703
12,5/6/2013 19:30:00,10,91,R,'02139,,M,751430
4,5/6/2013 20:17:00,91,95,R,'02139,,M,751558
12,5/6/2013 21:11:00,95,114,R,'01915,,F,751665
11,5/7/2013 07:38:00,114,24,R,'02451,,M,752076
23,5/7/2013 08:45:00,24,91,R,'01902,,M,752498
26,5/7/2013 19:00:00,40,74,C,,,,754910
6,5/7/2013 20:03:00,74,68,R,'02139,,M,755177
10,5/7/2013 23:42:00,68,88,R,'02143,,M,755577
25,5/8/2013 08:35:00,88,30,R,'02139,,M,756156
5,5/8/2013 10:55:00,30,34,R,'02115,,M,756609
2,5/8/2013 14:38:00,34,45,R,'02215,,M,757030
4,5/8/2013 14:52:00,45,62,R,'02215,,M,757051
24,5/8/2013 20:05:00,62,18,R,'01760,,F,758323
25,5/9/2013 08:09:00,18,102,R,'02134,,M,758971
9,5/9/2013 08:41:00,102,21,R,'02118,,M,759141
52,5/9/2013 15:31:00,21,21,C,,,,759768
7,5/10/2013 19:59:00,131,87,R,'02138,,M,764345
41,5/10/2013 21:05:00,87,24,C,,,,764493
21,5/11/2013 00:59:00,24,111,C,,,,764911
8,5/11/2013 13:13:00,111,98,C,,,,765830
4,5/11/2013 16:52:00,98,114,R,'02129,,M,766383
5,5/11/2013 17:01:00,114,98,R,'02129,,M,766398
4,5/11/2013 23:26:00,98,47,R,'02109,,M,767082
13,5/12/2013 10:32:00,47,52,R,'02113,,M,767483
6,5/12/2013 17:48:00,52,46,R,'02115,,M,768945
11,5/12/2013 18:35:00,46,67,R,'02114,,F,769115
10,5/13/2013 17:15:00,21,14,R,'02215,,M,771878
26,5/13/2013 17:31:00,14,114,R,'02113,,M,772025
26,5/14/2013 11:38:00,54,66,R,'02134,,M,774157
12,5/15/2013 09:17:00,32,91,R,'02215,,M,777217
9,5/15/2013 12:30:00,75,74,R,'02139,,M,777730
9,5/15/2013 12:45:00,74,75,R,'02139,,M,777781
4,5/15/2013 13:23:00,75,80,R,'02139,,M,777889
5,5/15/2013 15:18:00,80,75,R,'02139,,M,778163
14,5/15/2013 18:39:00,75,103,R,'02116,,M,779029
6,5/15/2013 20:34:00,103,58,R,'02108,,M,779339
23,5/16/2013 06:32:00,58,73,R,'02108,,M,779672
4,5/16/2013 08:39:00,73,133,R,'02138,,M,780256
26,5/16/2013 14:18:00,133,5,R,'02138,,M,781407
25,5/16/2013 15:57:00,5,131,C,,,,781727
7,5/16/2013 19:51:00,131,75,R,'02139,,M,783225
8,5/16/2013 19:59:00,75,53,R,'02116,,F,783257
13,5/17/2013 06:15:00,53,99,R,'02127,,F,783894
14,5/17/2013 13:12:00,99,53,R,'02118,,F,785461
7,5/17/2013 15:49:00,53,10,R,'02134,,M,786067
12,5/17/2013 16:57:00,10,36,R,'02116,,F,786485
131,5/17/2013 17:10:00,36,34,C,,,,786586
35,5/19/2013 01:43:00,34,68,C,,,,791704
7,5/19/2013 11:28:00,68,67,R,'02139,,F,792412
8,5/19/2013 13:31:00,67,67,C,,,,793029
13,5/19/2013 15:13:00,67,91,C,,,,793542
11,5/19/2013 16:17:00,91,78,R,'02127,,F,793799
15,5/20/2013 16:39:00,78,90,R,'02145,,M,796279
8,5/21/2013 08:04:00,26,22,R,'02118,,M,797986
18,5/22/2013 06:30:00,22,115,R,'02351,,F,801031
13,5/22/2013 07:44:00,115,99,R,'02129,,F,801180
11,5/22/2013 08:02:00,99,103,R,'02113,,M,801254
8,5/22/2013 08:23:00,103,43,R,'02118,,M,801370
4,5/22/2013 16:54:00,43,40,R,'02109,,M,802969
5,5/22/2013 17:00:00,40,111,R,'01740,,M,803000
16,5/22/2013 17:33:00,111,22,R,'02116,,M,803259
23,5/22/2013 17:52:00,22,87,R,'02135,,M,803387
6,5/23/2013 18:17:00,87,130,R,'02138,,M,806743
6,5/23/2013 19:45:00,88,88,R,'02143,,M,807158
18,5/24/2013 09:03:00,88,112,R,'02139,,M,808114
5,5/24/2013 09:41:00,112,64,R,'02130,,M,808227
21,5/24/2013 14:31:00,112,36,C,,,,808754
9,5/24/2013 23:08:00,31,40,R,'02113,,M,809587
8,5/25/2013 07:04:00,40,31,R,'02113,,M,809645
8,5/25/2013 15:35:00,31,40,R,'02113,,M,810145
9,5/26/2013 06:59:00,40,31,R,'02113,,M,810505
16,5/26/2013 09:09:00,31,58,R,'02108,,M,810570
23,5/26/2013 14:10:00,58,45,R,'02116,,F,811133
31,5/27/2013 12:36:00,45,17,C,,,,813093
14,5/27/2013 18:19:00,17,34,R,'02163,,M,815045
6,5/27/2013 21:34:00,34,33,R,'02215,,M,815657
17,5/27/2013 21:57:00,33,39,R,'02118,,F,815682
10,5/28/2013 06:09:00,39,11,R,'02118,,M,815877
5,5/28/2013 07:10:00,11,30,R,'02138,,M,815985
3,5/28/2013 07:47:00,30,11,R,'02138,,M,816122
8,5/28/2013 09:03:00,26,42,R,'02116,,M,816675
23,5/28/2013 11:09:00,42,20,C,,,,817030
5,5/28/2013 12:51:00,20,22,R,'02110,,M,817335
6,5/28/2013 18:59:00,22,31,R,'02478,,M,819256
8,5/28/2013 19:16:00,31,22,R,'02478,,M,819341
109,5/28/2013 19:25:00,22,45,R,'02215,,F,819398
16,5/30/2013 09:16:00,45,48,R,'02215,,M,823566
6,5/30/2013 12:49:00,48,64,R,'02118,,M,824095
8,5/30/2013 13:30:00,64,54,R,'02210,,M,824202
8,5/30/2013 14:01:00,54,21,R,'02199,,M,824292
6,5/30/2013 15:35:00,21,45,R,'02199,,M,824539
29,5/30/2013 17:17:00,45,45,R,'02116,,M,825074
5,5/30/2013 17:55:00,45,11,R,'02138,,M,825400
28,5/30/2013 19:09:00,11,71,R,'02143,,M,825835
14,5/31/2013 08:51:00,71,72,R,'02143,,M,827243
16,6/1/2013 11:58:00,68,53,C,,,,831299
14,6/1/2013 12:19:00,53,42,C,,,,831367
8,6/1/2013 13:25:00,42,55,R,'02116,,M,831615
84,6/1/2013 17:40:00,55,53,C,,,,832600
63,6/1/2013 19:08:00,53,74,C,,,,832935
7,6/1/2013 21:07:00,74,76,C,,,,833292
5,6/1/2013 22:00:00,76,131,C,,,,833407
9,6/4/2013 15:48:00,87,75,R,02139,,M,841411
21,6/4/2013 16:14:00,75,36,R,'02492,,F,841508
11,6/4/2013 18:10:00,110,8,C,,,,842477
17,6/4/2013 22:24:00,8,36,C,,,,843510
11,6/4/2013 23:04:00,36,81,C,,,,843574
3,6/5/2013 06:53:00,81,49,R,'02145,,F,843788
37,6/5/2013 09:11:00,49,49,R,'02115,,M,844638
9,6/5/2013 11:41:00,49,25,R,'02118,,F,845074
6,6/5/2013 14:03:00,25,21,R,'02301,,M,845619
8,6/5/2013 17:39:00,21,3,R,'02215,,M,846735
2,6/5/2013 20:57:00,3,14,R,'02476,,M,847797
25,6/5/2013 21:19:00,14,87,C,,,,847841
21,6/6/2013 22:53:00,87,30,R,'02143,,M,852342
13,6/7/2013 17:36:00,30,66,R,'02134,,M,852955
31,6/8/2013 07:57:00,66,93,R,'02134,,M,853115
21,6/8/2013 16:28:00,93,11,R,'02134,,M,854703
9,6/8/2013 16:51:00,11,66,R,'02134,,M,854832
21,6/8/2013 17:57:00,66,22,R,'02134,,M,855154
43,6/8/2013 19:29:00,22,67,C,,,,855563
18,6/9/2013 02:42:00,67,33,C,,,,856365
12,6/9/2013 06:02:00,33,41,R,'02121,,M,856398
17,6/9/2013 15:14:00,14,66,R,'02134,,F,858233
12,6/10/2013 17:14:00,11,8,R,'02135,,M,862679
12,6/11/2013 13:08:00,8,17,R,'02163,,M,863947
8,6/11/2013 16:06:00,17,74,R,'02163,,M,864352
8,6/11/2013 18:04:00,74,76,C,,,,865080
5,6/11/2013 18:16:00,76,87,R,'02138,,F,865155
10,6/12/2013 09:53:00,87,67,C,,,,866531
6,6/12/2013 16:23:00,67,33,R,'02135,,M,867654
15,6/12/2013 16:31:00,33,69,R,'02135,,M,867688
9,6/12/2013 18:53:00,69,19,R,'02215,,F,868673
6,6/12/2013 19:07:00,19,9,R,'02446,,M,868750
27,6/15/2013 13:23:00,36,111,C,,,,876417
56,6/16/2013 12:51:00,111,12,C,,,,880219
5,6/16/2013 16:03:00,12,27,C,,,,881210
6,6/16/2013 21:35:00,27,30,C,,,,882230
25,6/16/2013 23:38:00,30,46,C,,,,882338
21,6/17/2013 00:06:00,46,67,C,,,,882357
18,6/17/2013 00:33:00,67,103,C,,,,882371
23,6/17/2013 00:54:00,103,21,C,,,,882380
22,6/17/2013 01:20:00,21,14,C,,,,882389
8,6/17/2013 16:30:00,14,32,R,'02149,,M,884664
6,6/18/2013 11:44:00,87,76,R,'02138,,F,887161
10,6/18/2013 13:31:00,76,33,R,'02445,,F,887509
10,6/18/2013 17:50:00,33,21,R,'02116,,F,887984
18,6/18/2013 19:05:00,21,47,R,'02113,,M,888367
13,6/19/2013 07:22:00,47,50,R,'02109,,M,889155
9,6/19/2013 07:57:00,50,43,R,'02445,,M,889374
4,6/19/2013 08:32:00,43,24,R,'02110,,M,889636
5,6/19/2013 09:46:00,24,43,R,'02451,,M,890110
3,6/19/2013 11:47:00,43,99,R,'02043,,M,890436
9,6/19/2013 15:23:00,99,98,R,'02129,,M,891251
29,6/19/2013 15:58:00,98,41,R,'02134,,F,891382
27,6/19/2013 16:48:00,41,54,C,,,,891661
22,6/19/2013 17:24:00,54,86,R,'02445,,M,892027
22,6/20/2013 09:00:00,86,112,R,'02445,,M,894834
15,6/20/2013 17:02:00,112,52,R,'02115,,M,896677
18,6/20/2013 19:02:00,52,47,R,'02468,,M,897751
17,6/20/2013 21:00:00,47,88,R,'02128,,M,898320
20,6/21/2013 09:20:00,88,81,R,'02139,,F,899694
4,6/21/2013 09:49:00,81,64,R,'02379,,M,899798
4,6/21/2013 11:36:00,64,22,R,'02210,,M,900114
21,6/24/2013 15:46:00,22,45,R,'02116,,M,913294
6,6/24/2013 16:11:00,45,103,R,'02116,,M,913392
3,6/24/2013 16:49:00,103,16,R,'02116,,M,913579
9,6/24/2013 17:19:00,16,22,R,'02109,,M,913843
29,6/24/2013 23:01:00,20,27,C,,,,915057
4,6/25/2013 10:36:00,27,12,R,'02120,,M,916427
6,6/25/2013 18:16:00,53,80,R,'02139,,M,918359
12,6/25/2013 18:23:00,80,96,R,'02138,,M,918420
17,6/25/2013 19:13:00,96,139,R,'02140,,M,918744
24,6/26/2013 05:32:00,139,58,R,'02144,,F,919532
5,6/26/2013 06:48:00,58,103,R,'02116,,M,919629
6,6/26/2013 09:09:00,103,67,C,,,,920445
5,6/26/2013 12:52:00,67,68,R,'01720,,M,921117
9,6/26/2013 13:27:00,68,130,R,'02143,,M,921222
9,6/26/2013 18:23:00,130,78,R,'02145,,F,922494
13,6/27/2013 07:59:00,78,128,R,'02143,,F,923824
4,6/27/2013 08:15:00,128,91,R,'02171,,M,923923
5,6/27/2013 15:00:00,91,128,R,'02142,,M,925411
14,6/27/2013 15:28:00,128,25,C,,,,925499
6,6/27/2013 18:37:00,25,55,R,'02118,,M,926483
9,6/27/2013 19:24:00,55,19,R,'02446,,F,926687
6,6/27/2013 19:53:00,19,9,R,'02215,,M,926806
8,6/27/2013 20:33:00,9,19,R,'02446,,M,926910
15,6/28/2013 08:01:00,19,80,R,'02215,,F,927538
73,6/28/2013 16:11:00,58,58,C,,,,929109
18,6/28/2013 19:22:00,58,7,R,'02116,,M,930374
29,6/28/2013 23:44:00,7,45,C,,,,931097
18,6/29/2013 01:13:00,45,76,R,'02139,,M,931235
6,6/29/2013 03:56:00,76,88,C,,,,931416
10,6/29/2013 11:47:00,88,74,R,'02143,,M,931929
24,6/29/2013 14:08:00,74,58,R,'02215,,M,932520
11,6/29/2013 15:19:00,58,33,C,,,,932920
26,6/29/2013 18:59:00,33,75,C,,,,934023
17,6/29/2013 20:05:00,75,137,R,'02144,,M,934350
27,6/29/2013 20:56:00,137,53,R,'02140,,M,934544
6,6/29/2013 22:32:00,53,33,C,,,,934813
24,6/29/2013 22:51:00,33,4,C,,,,934860
11,6/30/2013 10:38:00,4,4,C,,,,935610
3,6/30/2013 13:05:00,4,4,R,'02116,,M,936333
6,6/30/2013 13:14:00,4,57,R,'02116,,M,936369
9,6/30/2013 13:23:00,57,32,R,'02118,,M,936411
11,6/30/2013 15:10:00,32,57,R,'02118,,M,937039
18,6/30/2013 15:22:00,57,95,R,'02118,,F,937095
18,6/30/2013 17:31:00,95,6,R,'02118,,F,937817
29,6/30/2013 18:51:00,6,52,C,,,,938175
7,6/30/2013 22:49:00,52,16,R,'02116,,F,938908
17,7/1/2013 07:32:00,16,114,R,'02030,,F,939241
8,7/1/2013 08:01:00,114,43,R,'02138,,M,939421
16,7/1/2013 08:38:00,43,103,R,'02025,,M,939671
13,7/1/2013 09:14:00,103,22,R,'02110,,M,939915
5,7/1/2013 10:38:00,22,49,R,'02171,,M,940155
7,7/1/2013 13:10:00,49,54,R,'02116,,M,940603
56,7/4/2013 17:52:00,54,68,C,,,,954497
36,7/4/2013 18:57:00,68,78,C,,,,954768
24,7/4/2013 20:59:00,78,90,C,,,,955200
19,7/4/2013 21:46:00,90,68,R,'02141,,M,955352
25,7/5/2013 01:04:00,68,42,C,,,,955981
58,7/5/2013 07:09:00,42,42,C,,,,956120
21,7/5/2013 08:14:00,42,20,C,,,,956250
7,7/5/2013 08:37:00,20,7,R,'02109,,M,956309
12,7/5/2013 14:02:00,7,63,C,,,,957370
7,7/5/2013 20:01:00,63,26,R,'02134,,M,958976
4,7/5/2013 20:11:00,26,102,R,'02134,,M,959009
3,7/5/2013 20:17:00,102,39,R,'02134,,M,959032
4,7/5/2013 20:21:00,39,25,R,'02134,,M,959045
3,7/5/2013 20:30:00,25,57,R,'02134,,M,959071
6,7/5/2013 20:35:00,57,51,R,'02134,,M,959089
6,7/5/2013 20:43:00,51,12,R,'02134,,M,959105
4,7/5/2013 20:52:00,12,27,R,'02134,,M,959124
7,7/5/2013 20:58:00,27,100,R,'02134,,M,959142
8,7/5/2013 21:07:00,100,105,R,'02476,,F,959173
14,7/5/2013 21:17:00,105,83,R,'02476,,F,959194
9,7/5/2013 21:34:00,83,104,R,'02476,,F,959240
7,7/5/2013 21:46:00,104,93,R,'02476,,F,959269
13,7/5/2013 21:56:00,93,92,R,'02476,,F,959291
15,7/7/2013 19:56:00,92,92,C,,,,965348
39,7/12/2013 13:53:00,92,36,R,'02215,,F,985962
12,7/12/2013 14:37:00,36,59,R,'02116,,M,986166
14,7/12/2013 16:04:00,59,10,R,'02139,,M,986575
22,7/12/2013 18:55:00,10,63,R,'02127,,M,987905
9,7/13/2013 10:47:00,63,20,R,'02149,,M,989643
4,7/13/2013 22:02:00,130,89,R,'02138,,M,992905
13,7/14/2013 14:21:00,89,134,R,'02134,,M,994952
6,7/14/2013 14:39:00,134,139,R,'02134,,M,995053
5,7/14/2013 15:13:00,139,134,C,,,,995216
15,7/14/2013 18:13:00,134,133,R,'02140,,M,996237
7,7/14/2013 19:00:00,133,74,R,'02138,,M,996436
2,7/14/2013 21:20:00,76,68,R,'02139,,M,996957
10,7/14/2013 21:42:00,68,130,R,'02138,,M,997009
4,7/14/2013 22:01:00,130,132,C,,,,997049
15,7/16/2013 12:56:00,132,130,R,'02139,,F,1003868
4,7/16/2013 15:08:00,130,129,R,'02138,,M,1004081
9,7/17/2013 09:12:00,129,132,C,,,,1007794
4,7/17/2013 14:53:00,132,73,R,'02139,,M,1008872
21,7/17/2013 15:10:00,73,15,C,,,,1008910
18,7/18/2013 07:38:00,15,128,R,'02134,,M,1011884
12,7/18/2013 08:55:00,128,49,R,'02139,,M,1012473
5,7/18/2013 11:32:00,49,36,C,,,,1012972
13,7/18/2013 15:10:00,36,42,C,,,,1013687
7,7/18/2013 17:47:00,42,113,R,'02474,,M,1014658
12,7/18/2013 17:58:00,113,26,R,'02118,,F,1014736
16,7/19/2013 14:56:00,16,40,R,'02118,,F,1018307
18,7/20/2013 17:46:00,44,36,C,,,,1022842
19,7/20/2013 19:12:00,36,47,C,,,,1023134
2,7/21/2013 10:01:00,47,114,C,,,,1024511
24,7/21/2013 12:04:00,111,53,C,,,,1025030
5,7/21/2013 12:31:00,53,33,C,,,,1025149
36,7/21/2013 13:37:00,33,33,C,,,,1025470
20,7/21/2013 15:53:00,33,113,C,,,,1026278
26,7/21/2013 16:38:00,113,80,C,,,,1026563
13,7/21/2013 17:16:00,80,46,R,'02115,,F,1026836
12,7/21/2013 20:30:00,46,10,R,'02115,,M,1027665
10,7/21/2013 21:03:00,10,66,R,'02134,,F,1027757
15,7/22/2013 07:47:00,66,14,R,'02134,,M,1028543
22,7/22/2013 15:44:00,45,53,R,'02067,,M,1030608
30,7/22/2013 16:14:00,53,94,R,'02067,,M,1030761
5,7/22/2013 22:21:00,59,81,R,'02116,,M,1032942
10,7/22/2013 22:27:00,81,55,R,'02115,,M,1032951
15,7/22/2013 22:48:00,55,4,C,,,,1032995
10,7/23/2013 01:42:00,4,114,R,'02113,,M,1033131
25,7/23/2013 06:19:00,114,32,R,'01930,,M,1033192
10,7/23/2013 07:17:00,32,131,R,'02215,,M,1033236
17,7/24/2013 09:01:00,131,51,R,'02118,,M,1036800
10,7/24/2013 11:37:00,51,104,R,'02118,,M,1037345
12,7/24/2013 22:21:00,22,49,C,,,,1040660
19,7/25/2013 18:20:00,49,68,R,'02139,,M,1043474
10,7/25/2013 22:00:00,68,133,R,'02139,,M,1043960
7,7/26/2013 10:13:00,133,74,R,'02452,,M,1044490
16,7/26/2013 13:20:00,74,95,R,'02143,,F,1044805
