origdest,dist,time,speed,polyline,trips
003048,3.51,25.5,8.3,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCaAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEH{@TcANkAAY@]ZoBV_BSGgB{@UOW[SSY_@Uc@cEoKmFbFiDjDkBrB,71
003049,2.77,19.4,8.6,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCaAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaM@W~Bb@dBZNDEdEBr@BV,137
003050,2.13,14.4,8.8,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCaAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKiBkKwFu[qAqH,166
003051,1.42,11.6,7.4,wplaGt|}pLWSOi@bAyAnAgBj@gAt@cB\_Ab@yAFi@Di@z@kBxBmGTs@n@iCn@{BbBcGfAaEbAkDh@cBb@o@r@m@I]EGSg@SaAAm@Dw@UYLKmAqB]c@]s@KSIKLIBEBGLYj@m@b@YTUH[Lg@Lc@j@gBFKDUZ_Bd@iBT}@T}ARg@Va@Xa@HWJg@L_@PUZ[R[Rw@J[\k@Zy@Vg@b@e@JYHUIEoAy@s@m@q@{@a@g@UImAaBk@s@,76
003052,1.58,11.3,8.4,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCaAb@UcA_@eCs@qDKq@MMIo@_DhAPbA,401
003053,1.65,14.5,6.8,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtC{CjAmAd@Lx@BL,292
003054,2.97,21.3,8.4,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCaAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAIaBiACaAAq@Im@W{@m@_B}A_B~DcAdCXLFB,107
003055,1.34,9.3,8.7,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwAqASE@QLESSiAKk@[cB,578
003056,1.63,13.2,7.4,wplaGt|}pLWSOi@bAyAnAgBj@gAt@cB\_Ab@yAFi@Di@z@kBxBmGTs@n@iCn@{BbBcGfAaEbAkDh@cBb@o@r@m@Lb@JL`@Hl@Z\ZZf@n@rA^v@vCdFPQlAmA{@oB\_@BI?KYo@vB{GBOAQIQIKIETaA`@{@N_@Bc@AOFGn@kB@Ot@_CfAuEr@f@JEDEbAaDPe@rAdAfBjAVJT?^?t@JNcCTmA\sDRaALa@Ta@,85
003057,1.27,9.5,8.1,wplaGt|}pLWSOi@bAyAnAgBj@gAt@cB\_Ab@yAFi@Di@z@kBxBmGTs@n@iCn@{BbBcGfAaEbAkDh@cBb@o@r@m@I]EGSg@SaAAm@Dw@UYLKmAqB]c@]s@mA}ByDgHo@iAe@s@k@eAiAsBy@mAwBqCqBgCsAgBIQIN[e@,334
003058,2.83,19.5,8.7,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCaAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKaI|CcK|DgBp@kA{Gy@uEmBwKI@AEYuAUFa@PZnBZ`Bc@Ru@aEw@oEqBeLWaAYs@w@{ARmA@_@Ce@GUAw@DABn@C@Ei@?GB_@Da@Lc@\i@^Y@F]TCCRYh@Q,153
003059,3.07,21.7,8.5,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCaAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEBa@Lf@\r@j@x@l@j@l@b@dA`@LD,79
003060,3.24,22.6,8.6,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCaAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKaI|CcK|DgBp@kA{Gy@uEmBwKI@AEYuAUFa@PZnBZ`Bc@Ru@aEw@oEqBeLWaAYs@w@{ARmA@_@Ce@GUQMIMEc@Q[WSMEc@Ce@DUGQIEI?S?YKEyAa@oB]gEw@oBWq@FUFYN_@RWJAFADQPCFNd@D??IO[IWKk@Iw@C{@BwAEAEh@BF^DM]E[?k@@O@MJSGYADENY|@G\?P,94
003061,1.64,11.5,8.5,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCaAb@UcA_@eCs@qDKq@MMIo@qAqHy@mE,106
003062,0.62,4.0,9.3,wplaGt|}pLz@j@ENCBE?EDo@xBEZI|@XXh@h@^M?RBLRXjDxDfAzArAzAf@r@K\a@jAq@xAwFrLuApCu@`BOp@CX,154
003063,3.02,23.8,7.6,wplaGt|}pLWSOi@bAyAnAgBj@gAt@cB\_Ab@yAFi@Di@z@kBxBmGTs@n@iCn@{BbBcGfAaEbAkDh@cBb@o@r@m@I]EGSg@SaAAm@Dw@UYLKmAqB]c@]s@KSIKLIBEBGLYj@m@b@YTUH[Lg@Lc@j@gBFKDUZ_Bd@iBT}@T}ARg@Va@Xa@HWJg@L_@PUZ[R[Rw@J[\k@Zy@Vg@b@e@JYHUIEoAy@s@m@q@{@a@g@UImAaBsAcBsEgGmGsJ}AcC_BiCuCaFoCqEiDeGsAkC{B{HSi@q@iAmCoDh@y@z@wD}B_DuAoBQa@MMMKeD_AfAkIVgB\cCJ}@Fq@p@cLHSB[F]HWPYdAs@Dq@HW]BcARyDF^wC,142
003064,3.51,24.9,8.5,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCaAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEH{@TcANkAAY@]ZoBV_BSGgB{@UOW[SSY_@Uc@q@cBgAsC`AeA~CgDd@e@Z{@hCsI`@s@h@aA,14
003065,4.62,31.9,8.7,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCaAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEH{@TcANkAAY@]ZoBV_BSGgB{@UOEEBMH_@JYLUh@yARQ^cA|@yBr@qBj@uAjBmFlBsFb@kAx@cChAaDbAwC~BwGb@eAvCwG,17
003066,2.49,17.2,8.7,wplaGt|}pLz@j@ENCBE?EDo@xBEZI|@XXh@h@^M?RBLRXjDxDfAzArAzAf@r@K\a@jAq@xAwFrLuApCu@`BOp@UhCEt@Cn@?~DAlEOdDo@hNc@|FyD]yFc@YC[GF^~@dFhAhGp@jDf@lC_@`@cDfHkA~B{BdFm@zA_BlEk@tA{@|AoAbB_@ZiAz@_BfATf@Vh@v@tAjCpDLj@?h@e@jCqBhLYdBEAA@U`A?DO\sDvEiAlACc@Ky@Ko@Mi@uAqDEOFE,116
003067,2.25,19.7,6.8,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEaQ`HcA`@}CpAf@xBr@xC,169
003068,2.9,22.5,7.8,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~AiAvB}G`NwDlHeD|GcGrLiBlD,95
003069,1.52,12.1,7.5,wplaGt|}pLz@j@ENCBE?EDo@xBEZI|@XXh@h@^M?RBLRXjDxDfAzArAzAf@r@K\a@jAq@xAwFrLuApCu@`BOp@UhCEt@Cn@?~DAlEOdDo@hNc@|FyD]yFc@YC[GF^~@dFhAhGp@jDf@lCfA|F\hC,196
003070,4.16,25.7,9.7,wplaGt|}pLz@j@ENCBE?EDo@xBEZI|@XXh@h@^M?RBLRXjDxDfAzArAzAf@r@K\a@jAq@xAwFrLuApCu@`BOp@UhCEt@Cn@?h@o@]wBsA}@o@_AeA}@kAuBuBY_@cAyBIQWUmJrD_Ab@cAb@Q@iBBiB?i@GQ~CWhEI`Bu@K_Ei@mC]m@KY?_AOs@OSEcASeAKyBQqFa@eBOQGGEAP?NB^Wl@s@fAyApAk@dAgBtDW^eArAk@dAaAzAQT_A`AsA|@uAl@_Cd@kCd@sDTcHd@SDo@JcELcHBu@CSEYEeCIcCKcA?oAHw@JsBh@aBh@cA`@aAh@o@`@{@z@s@~AUx@StAOdBGbDFlCN~C?zASvBCVQMM?E@SHu@LgA\e@RW@MZ}@o@iEeDBGB[JG,35
003071,5.34,34.0,9.4,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~AiAvB}G`NwDlH{@dB{Ag@EhACFMJwJyEeCiAuDkB}FkCwEyBsBeAoBhCmGfIiLdOaDbEoDxEsQrUwH~J_DyEiAqAQK}IiDy@`G,2
003072,3.71,24.7,9.0,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEm@ToOhGCQAY}I{_@mHg[a@iBOe@MwACmA@wCCwBIq@Om@Wi@]g@[Uc@Su@MkEi@YCMSAYEKkCeCiCeCeAaAMZo@|AOZHJBB?DELOb@TL|BxBz@r@j@Z^Lt@NrAVbC\L@?R?HB\HZP\PZFZc@|MEpBC|AQpAQh@]n@KR,13
003073,4.25,26.1,9.8,wplaGt|}pLz@j@ENCBE?EDo@xBEZI|@XXh@h@^M?RBLRXjDxDfAzArAzAf@r@K\a@jAq@xAwFrLuApCu@`BOp@UhCEt@Cn@?h@o@]wBsA}@o@_AeA}@kAuBuBY_@cAyBIQWUmJrD_Ab@cAb@Q@iBBiB?i@GQ~CWhEI`Bu@K_Ei@mC]m@KY?_AOs@OSEcASeAKyBQqFa@eBOQGGEAP?NB^Wl@s@fAyApAk@dAgBtDW^eArAk@dAaAzAQT_A`AsA|@uAl@_Cd@kCd@sDTcHd@SDo@JcELcHBu@CSEYEeCIcCKcA?oAHw@JsBh@aBh@cA`@aAh@o@`@{@z@s@~AUx@StAOdBGbDFlCN~C?zASvBCVQMM?E@SHGIKOwAgATm@qAcAmB}AoA}@aHsFQGKCB`@R|BLhABP[`@IH,21
003074,4.37,27.3,9.6,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIYZiBlBaF|E}BeCcAiA{A}AgGwGcAcAo@u@}BgC_CgCsCwCiAgASO]EM??RCGYe@CUCg@Ch@A`@A`@SvDy@|MWCuB[w@KoAQ?RE??@Cr@CDi@E?_@A?GdAEDG?ObEKfDWzJYxJEfAKbBWzA?T@d@@fAIhAKn@Oj@ExAHnAA`@It@E@GEQ?CJEb@E~@BJJXJnA@x@CnBKlA_@~Bo@vBoCdGsAlCk@xAsA|By@|@y@l@{@\y@Zu@FaBFsAIy@GeFiAeD_AsB]_B?sDVo@@aHp@iCT_CBkAEmH?{@ByAHg@Ji@Ry@h@m@f@e@j@[l@{EgFi@o@MISe@BIJa@p@sDn@yD?KBiAcACmAKkCSaAIb@eBl@_CK?OAOAK@{ApBgAvAoE`GgA|AWbAu@bE}@tEEH,115
003075,2.7,21.4,7.6,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~AiAvB}G`NwDlHeD|G,117
003076,3.03,23.2,7.8,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~AiAvB}G`NwDlHeD|GcGrLmIlP,47
003077,5.68,38.3,8.9,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEm@ToOhGCQAY}I{_@mHg[a@iBOe@MwACmA@wCCwBIq@Om@Wi@]g@[Uc@Su@MkEi@YCMSAYEKmJ_JaLqKu@s@KEMCEQcB{Ay@lBCAUNi@lAgBhEGR@LJJRZHf@Ad@Qd@WTUDE?@F@BM?MABL@z@IrAgC[sCg@?f@gAbPsArSi@hImCa@e@hBGXMRMh@_AnD]vAEHoBhC_AnAoCz@qFfBaAXuAVk@Bc@GGVkAbD_CdJ{FlTQp@In@INMl@IZSb@IHeA~@]RuDxBSJKNQ^y@dAmE~DmCdCwPcK|@uDPq@,2
003078,5.02,32.8,9.2,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEm@ToOhGCQAY}I{_@mHg[a@iBOe@MwACmA@wCCwBIq@Om@Wi@]g@[Uc@Su@MkEi@YCMSAYEKmJ_JaLqKu@s@KEMCEQcB{Ay@lBCAUNi@lAgBhEGR@LJJRZHf@Ad@Qd@WTUDE?@F@BM?MABL@z@IrAgC[sCg@?f@gAbPsArSi@hImCa@e@hBGXMRMh@_AnD]vAEHoBhC_AnAoCz@qFfBaAXuAVk@Bc@GGVkAbD_CdJ{FlTGR,18
003079,3.98,29.4,8.1,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~AiAvB}G`NwDlH{@dB{Ag@EhACFMJwJyEeCiAuDkB}FkCwEyBsBeAoBhCmGfIiLdOaDbEoDxEwPpT,12
003080,2.62,20.8,7.6,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~A]l@KRu@kB}@_CqAiDyAqDy@wBwBgF,62
003081,2.71,19.1,8.5,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCaAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAGsA,62
003082,1.77,10.2,10.4,wplaGt|}pLbDtB|GfEzBeJl@oBgBaAc@UV_Af@cBh@}A^{@p@YlAlEn@hCdArC`@pA|AxGv@|Cj@nBzA`Fl@rANLpAvCVv@PdABv@AtHHpCFjAFn@Tx@nA~CHf@|@xAZf@Lf@Jj@HpBLvC?rBCfE@bAFlAPrCBXEDA@?J@x@Er@Sv@Wn@GJoBpAs@b@OXQX]p@GTMdAYbCUfA,5
003083,2.34,17.9,7.9,wplaGt|}pLWSOi@bAyAnAgBj@gAt@cB\_Ab@yAFi@Di@z@kBxBmGTs@n@iCn@{BbBcGfAaEbAkDh@cBb@o@r@m@I]EGSg@SaAAm@Dw@UYLKmAqB]c@]s@KSIKLIBEBGLYj@m@b@YTUH[Lg@Lc@j@gBFKDUZ_Bd@iBT}@T}ARg@Va@Xa@HWJg@L_@PUZ[R[Rw@J[\k@Zy@Vg@b@e@^aALg@Jc@\i@Xk@\gAn@qA^{AXaALq@VgAPk@Fa@B]Ni@N]T_AJwBGaCO}@Wo@I]Qi@S_AUy@Qe@Wc@_@m@i@qA[a@USEU?AIMNU\k@`AeBh@y@FMPSdAy@hNyK~JeInFiE,18
003084,3.5,24.6,8.6,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEm@ToOhGCQAY}I{_@mHg[a@iBOe@MwACmA@wCCwBIq@Om@Wi@]g@[Uc@Su@MkEi@YCMSAYEKkCeCiCeCeAaAMZo@|AOZHJBB?DELOb@?JQxCgCa@oGy@ReDJ{A@IdBZ,22
003085,2.81,21.8,7.7,wplaGt|}pLWSOi@bAyAnAgBj@gAt@cB\_Ab@yAFi@Di@z@kBxBmGTs@n@iCn@{BbBcGfAaEbAkDh@cBb@o@r@m@I]EGSg@SaAAm@Dw@UYLKmAqB]c@]s@KSIKLIBEBGLYj@m@b@YTUH[Lg@Lc@j@gBFKDUZ_Bd@iBT}@T}ARg@Va@Xa@HWJg@L_@PUZ[R[Rw@J[\k@Zy@Vg@b@e@^aALg@Jc@\i@Xk@\gAn@qA^{AXaALq@VgAPk@Fa@B]Ni@N]T_AJwBGaCO}@Wo@I]Qi@S_AUy@Qe@Wc@_@m@i@qA[a@USEU?AIMNU\k@`AeBh@y@FMPSdAy@xD{Ch@a@FU?WA[c@_AOa@F[N{@?Oz@kHn@oFFg@sBiA}BkAHw@r@iG`AgIJaAvAoLl@gFBUHUZ}Be@W{@Bq@?uBBG?,0
003086,1.55,7.8,11.9,wplaGt|}pLbDtB|GfEzBeJl@oBgBaAc@UV_Af@cBh@}A^{@p@YlAlEn@hCdArC`@pA|AxGv@|Cj@nBzA`Fl@rANLpAvCVv@PdABv@AtHHpCFjAFn@Tx@nA~CHf@|@xAZf@Lf@Jj@HpBLvC?rBCfE@bAFlADl@aAReAPWCMQCG,100
003087,3.87,22.9,10.1,wplaGt|}pLz@j@ENCBE?EDo@xBEZI|@XXh@h@^M?RBLRXjDxDfAzArAzAf@r@K\a@jAq@xAwFrLuApCu@`BOp@UhCEt@Cn@?h@o@]wBsA}@o@_AeA}@kAuBuBY_@cAyBIQWUmJrD_Ab@cAb@Q@iBBiB?i@GQ~CWhEI`Bu@K_Ei@mC]m@KY?_AOs@OSEcASeAKyBQqFa@eBOQGGEAP?NB^Wl@s@fAyApAk@dAgBtDW^eArAk@dAaAzAQT_A`AsA|@uAl@_Cd@kCd@sDTcHd@SDQBGYsAFmEJsCBaBCiDKwCMiAAcABK@,40
003088,3.58,27.3,7.9,wplaGt|}pLz@j@ENCBE?EDc@zAGMEKICK?a@^UTIAIG]e@Uq@CIX]x@{@TmABc@?YIo@IUKKKGO?COL]Jc@Fg@@i@@IMeASw@Mc@gCmDYi@Ok@[kB^aBPuARyAFOZkAPsAd@m@h@]H]NUf@m@tDcCi@kBQ]GI{DsByDsByAu@uAUaLqBeIwA]I@OCUe@qCi@sCsAn@}Aj@_AZuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~AiAvB}G`NwDlH{@dB{Ag@EhACFMJwJyEeCiAuDkB}FkCwEyBsBeAoBhCmGfIiLdOs@~@,45
003089,4.59,27.6,10.0,wplaGt|}pLz@j@ENCBE?EDo@xBEZI|@XXh@h@^M?RBLRXjDxDfAzArAzAf@r@K\a@jAq@xAwFrLuApCu@`BOp@UhCEt@Cn@?h@o@]wBsA}@o@_AeA}@kAuBuBY_@cAyBIQWUmJrD_Ab@cAb@Q@iBBiB?i@GQ~CWhEI`Bu@K_Ei@mC]m@KY?_AOs@OSEcASeAKyBQqFa@eBOQGGEAP?NB^Wl@s@fAyApAk@dAgBtDW^eArAk@dAaAzAQT_A`AsA|@uAl@_Cd@kCd@sDTcHd@SDo@JcELcHBu@CSEYEeCIcCKcA?oAHw@JsBh@aBh@cA`@aAh@o@`@{@z@s@~AUx@StAOdBGbDFlCN~C?zASvBCVQMM?E@SHGIKOwAgATm@qAcAmB}AoA}@aHsFQGKCCOESW]e@]a@S_AU]OsAUaAMcAOSBa@BUFQL[b@{@rBSZSPUNcBh@aB`@Q?c@@cEUG?,13
